geography,Method of Travel to Work: Drive_a_private_car_truck_or_van; measures: Value,Method of Travel to Work: Drive_a_company_car_truck_or_van; measures: Value,Method of Travel to Work: Passenger_in_a_car_truck_van_or_company_bus; measures: Value,Method of Travel to Work: Public_bus; measures: Value,Method of Travel to Work: Train; measures: Value,Method of Travel to Work: Bicycle; measures: Value,Method of Travel to Work: Ferry; measures: Value,Method of Travel to Work: Other; measures: Value,Method of Travel to Work: Total; measures: Value,date,geography code,Rural Urban
191100,81,6,0,0,0,0,0,0,252,2018,191100,Total
191200,330,66,0,0,0,0,0,0,759,2018,191200,Total
191300,276,66,0,0,0,0,0,0,669,2018,191300,Total
191400,264,93,9,0,0,0,0,0,651,2018,191400,Total
191600,246,48,0,0,0,0,0,0,573,2018,191600,Total
191700,378,96,0,0,0,0,0,0,852,2018,191700,Total
191800,330,90,0,0,0,0,0,6,795,2018,191800,Total
191900,699,81,42,0,0,0,0,0,1113,2018,191900,Total
192000,402,60,39,0,0,0,0,15,1014,2018,192000,Total
192100,981,138,87,0,0,0,0,0,1584,2018,192100,Total
192300,192,12,0,0,0,0,0,0,306,2018,192300,Total
192400,105,15,0,0,0,0,0,0,195,2018,192400,Total
192500,465,117,18,0,0,0,0,27,1221,2018,192500,Total
192600,630,108,12,6,0,21,0,0,1089,2018,192600,Total
192800,651,111,6,12,0,54,0,6,1374,2018,192800,Total
192900,510,72,6,0,0,9,0,0,867,2018,192900,Total
193000,432,87,0,9,0,6,0,0,816,2018,193000,Total
193100,909,153,21,12,0,21,0,0,1512,2018,193100,Total
193200,888,162,27,18,0,45,0,6,1569,2018,193200,Total
193300,900,165,18,9,0,30,0,6,1506,2018,193300,Total
193400,684,72,21,0,0,6,0,0,1008,2018,193400,Total
193500,846,177,15,9,0,12,0,6,1443,2018,193500,Total
193600,597,105,15,9,0,24,0,6,1035,2018,193600,Total
193700,624,156,0,6,0,60,0,0,1257,2018,193700,Total
193800,369,48,12,6,0,12,0,0,879,2018,193800,Total
193900,33,9,0,0,0,0,0,0,117,2018,193900,Total
194000,522,66,15,9,0,9,0,0,861,2018,194000,Total
194100,354,60,6,0,0,0,0,0,597,2018,194100,Total
194200,156,45,6,0,0,0,0,0,354,2018,194200,Total
194300,588,105,0,9,0,30,0,6,1092,2018,194300,Total
194400,330,21,0,6,0,12,0,0,576,2018,194400,Total
194500,12,0,0,0,0,0,0,0,57,2018,194500,Total
194600,822,90,39,15,0,9,0,9,1329,2018,194600,Total
194700,126,0,0,0,0,0,0,0,195,2018,194700,Total
194800,885,114,24,18,0,51,0,12,1671,2018,194800,Total
194900,591,108,6,6,0,33,0,0,1074,2018,194900,Total
195000,108,9,0,0,0,9,0,0,192,2018,195000,Total
195100,780,171,12,9,0,0,0,0,1293,2018,195100,Total
195200,636,99,21,18,0,6,0,0,1044,2018,195200,Total
195300,459,12,21,0,0,9,0,0,705,2018,195300,Total
195400,879,129,21,6,0,6,0,6,1425,2018,195400,Total
195500,573,69,0,0,0,30,0,0,1020,2018,195500,Total
195600,294,48,6,0,0,0,0,0,552,2018,195600,Total
195700,150,0,0,0,0,0,0,0,231,2018,195700,Total
195800,498,66,0,15,0,24,0,0,915,2018,195800,Total
195900,609,102,12,9,0,9,0,0,1008,2018,195900,Total
196000,690,96,15,9,0,9,0,0,1065,2018,196000,Total
196100,84,21,0,0,0,0,0,0,219,2018,196100,Total
196200,756,138,21,0,0,36,0,0,1350,2018,196200,Total
196300,294,36,0,0,0,0,0,0,501,2018,196300,Total
196400,753,138,9,6,0,9,0,0,1233,2018,196400,Total
196500,45,0,0,0,0,0,0,0,123,2018,196500,Total
196600,669,84,0,0,0,12,0,6,990,2018,196600,Total
196700,510,78,6,6,0,0,0,0,849,2018,196700,Total
196800,615,141,15,0,0,6,0,0,1119,2018,196800,Total
196900,819,150,12,6,0,0,0,0,1359,2018,196900,Total
197000,684,90,0,12,0,9,0,6,1104,2018,197000,Total
197100,624,117,6,0,0,15,0,0,1167,2018,197100,Total
197200,540,93,0,6,0,0,0,0,903,2018,197200,Total
197300,639,90,6,9,0,0,0,0,1011,2018,197300,Total
197400,510,96,0,6,0,0,0,0,939,2018,197400,Total
197500,666,159,6,0,0,0,0,0,1173,2018,197500,Total
197600,549,141,9,0,0,0,0,0,972,2018,197600,Total
197700,303,72,6,0,0,0,0,9,657,2018,197700,Total
197900,276,66,6,0,0,0,0,6,543,2018,197900,Total
198000,252,51,0,0,0,0,0,0,423,2018,198000,Total
198100,390,42,6,0,0,0,0,0,609,2018,198100,Total
198200,285,45,12,0,0,0,0,0,468,2018,198200,Total
198400,270,36,6,0,0,0,0,0,450,2018,198400,Total
198500,180,18,12,0,0,0,0,0,297,2018,198500,Total
198600,273,39,12,0,0,0,0,0,510,2018,198600,Total
198700,279,63,12,0,0,0,0,0,549,2018,198700,Total
198800,393,69,12,12,0,6,0,0,657,2018,198800,Total
198900,336,45,6,0,0,0,0,0,528,2018,198900,Total
199000,312,30,15,9,0,12,0,0,525,2018,199000,Total
199100,432,36,24,9,0,9,0,0,696,2018,199100,Total
199200,624,126,12,0,0,0,0,0,963,2018,199200,Total
199400,303,27,21,6,0,6,0,0,552,2018,199400,Total
199500,369,54,33,0,0,6,0,0,597,2018,199500,Total
199600,495,57,21,9,0,0,0,0,735,2018,199600,Total
199700,324,21,15,9,0,0,0,0,522,2018,199700,Total
199800,120,6,12,0,0,0,0,0,270,2018,199800,Total
199900,276,42,18,0,0,0,0,0,510,2018,199900,Total
200000,366,81,18,9,0,0,0,0,639,2018,200000,Total
200200,354,54,9,0,0,6,0,0,597,2018,200200,Total
200300,345,21,18,9,0,6,0,0,702,2018,200300,Total
200400,189,48,0,0,0,0,0,0,342,2018,200400,Total
200500,396,30,21,0,0,0,0,0,747,2018,200500,Total
200600,474,87,9,0,0,15,0,0,780,2018,200600,Total
200700,357,57,12,0,0,0,0,0,591,2018,200700,Total
200800,405,66,6,0,0,9,0,0,726,2018,200800,Total
200900,618,93,27,6,0,15,0,0,1011,2018,200900,Total
201000,267,33,0,0,0,0,0,0,423,2018,201000,Total
201200,273,9,0,12,0,18,0,0,480,2018,201200,Total
201300,156,15,0,0,0,0,0,0,276,2018,201300,Total
201400,624,90,18,9,0,18,0,0,1005,2018,201400,Total
201500,831,168,21,9,0,39,0,0,1407,2018,201500,Total
201600,273,66,0,0,0,0,0,39,801,2018,201600,Total
201700,333,66,0,0,0,0,0,9,717,2018,201700,Total
201800,225,36,6,0,0,0,0,51,771,2018,201800,Total
201900,156,6,0,0,0,0,0,0,366,2018,201900,Total
202000,285,33,0,0,0,0,0,18,606,2018,202000,Total
202100,216,18,0,0,0,0,0,9,420,2018,202100,Total
202200,306,27,0,0,0,0,0,0,474,2018,202200,Total
202300,444,72,6,0,0,0,0,24,945,2018,202300,Total
202400,192,12,9,0,0,0,0,0,354,2018,202400,Total
202500,426,66,9,0,0,6,0,6,663,2018,202500,Total
202600,618,87,18,0,0,33,0,0,1005,2018,202600,Total
202700,597,90,30,0,0,15,0,0,1125,2018,202700,Total
202800,534,63,27,0,0,21,0,0,888,2018,202800,Total
202900,519,57,12,0,0,21,0,0,828,2018,202900,Total
203000,336,51,9,0,0,0,0,0,567,2018,203000,Total
203100,243,18,6,0,0,0,0,0,456,2018,203100,Total
203200,720,108,33,0,0,12,0,0,1179,2018,203200,Total
203400,117,12,0,0,0,0,0,21,426,2018,203400,Total
203500,273,24,6,0,0,0,0,30,600,2018,203500,Total
203600,105,21,21,0,0,0,0,0,237,2018,203600,Total
203700,477,45,12,0,0,9,0,0,711,2018,203700,Total
203900,396,27,24,0,0,6,0,0,639,2018,203900,Total
204100,243,45,0,0,0,0,0,6,531,2018,204100,Total
204200,177,27,33,0,0,0,0,0,408,2018,204200,Total
204300,204,42,12,0,0,0,0,0,342,2018,204300,Total
204400,537,75,108,0,0,9,0,0,981,2018,204400,Total
204500,183,30,6,0,0,0,0,9,426,2018,204500,Total
204700,129,21,9,0,0,0,0,9,327,2018,204700,Total
204800,285,39,30,0,0,0,0,15,798,2018,204800,Total
204900,120,15,12,0,0,0,0,0,291,2018,204900,Total
205000,111,30,9,0,0,0,0,6,282,2018,205000,Total
205100,237,63,6,0,0,0,0,30,702,2018,205100,Total
205200,279,57,21,0,0,0,0,12,663,2018,205200,Total
205300,237,60,6,0,0,0,0,0,510,2018,205300,Total
205400,753,210,21,0,0,15,0,0,1452,2018,205400,Total
205500,171,39,0,0,0,0,0,0,321,2018,205500,Total
205600,201,36,6,0,0,0,0,0,357,2018,205600,Total
205700,261,51,9,0,0,0,0,0,456,2018,205700,Total
205800,429,57,21,0,0,0,0,0,690,2018,205800,Total
205900,276,39,12,0,0,0,0,0,471,2018,205900,Total
206000,447,69,66,0,0,9,0,6,828,2018,206000,Total
206100,423,63,51,0,0,9,0,0,756,2018,206100,Total
206200,315,42,12,0,0,0,0,0,480,2018,206200,Total
206300,396,54,36,0,0,6,0,0,660,2018,206300,Total
206400,393,42,27,0,0,9,0,0,666,2018,206400,Total
206500,270,33,21,0,0,0,0,0,489,2018,206500,Total
206600,492,102,9,0,0,24,0,0,807,2018,206600,Total
206700,456,87,15,0,0,30,0,6,828,2018,206700,Total
206900,435,60,30,0,0,9,0,9,813,2018,206900,Total
207000,507,57,78,0,0,9,0,0,879,2018,207000,Total
207100,390,9,60,0,0,0,0,0,648,2018,207100,Total
207200,408,45,57,0,0,6,0,0,711,2018,207200,Total
207300,420,72,0,0,0,9,0,0,729,2018,207300,Total
207400,144,12,9,0,0,0,0,15,363,2018,207400,Total
207600,120,15,0,0,0,0,0,9,369,2018,207600,Total
207700,129,9,0,0,0,0,0,0,222,2018,207700,Total
207800,663,81,108,0,0,21,0,9,1227,2018,207800,Total
207900,138,18,0,0,0,0,0,6,288,2018,207900,Total
208000,195,36,0,0,0,0,0,39,768,2018,208000,Total
208100,189,39,0,0,0,0,0,15,555,2018,208100,Total
208200,195,48,0,0,0,0,0,9,600,2018,208200,Total
208300,459,126,15,0,0,0,0,0,1068,2018,208300,Total
208400,174,69,6,0,0,0,0,0,519,2018,208400,Total
208500,90,9,0,0,0,0,0,0,243,2018,208500,Total
208600,135,36,0,0,0,0,0,0,309,2018,208600,Total
208700,219,39,0,0,0,0,0,0,531,2018,208700,Total
208800,480,6,39,0,0,12,0,0,690,2018,208800,Total
209000,579,12,63,0,0,9,0,0,843,2018,209000,Total
209100,474,24,42,0,0,0,0,0,714,2018,209100,Total
209200,489,9,24,0,0,0,0,0,705,2018,209200,Total
209400,489,84,75,0,0,0,0,0,990,2018,209400,Total
209500,297,9,21,0,0,0,0,0,513,2018,209500,Total
209600,453,60,0,0,0,0,0,0,807,2018,209600,Total
209700,564,45,18,9,0,9,0,0,960,2018,209700,Total
209800,495,60,15,0,0,15,0,0,831,2018,209800,Total
209900,621,48,45,0,0,9,0,0,960,2018,209900,Total
210000,549,51,15,0,0,6,0,0,942,2018,210000,Total
210200,327,69,0,0,0,0,0,0,741,2018,210200,Total
210300,357,45,6,0,0,0,0,0,645,2018,210300,Total
210400,189,39,0,0,0,0,0,0,456,2018,210400,Total
210500,42,0,0,0,0,0,0,0,153,2018,210500,Total
210600,528,57,9,0,0,12,0,0,825,2018,210600,Total
210700,468,30,15,0,0,0,0,0,786,2018,210700,Total
210800,375,30,6,0,0,9,0,0,654,2018,210800,Total
210900,510,39,21,0,0,0,0,0,831,2018,210900,Total
211000,609,69,18,0,0,9,0,0,963,2018,211000,Total
211100,399,60,9,0,0,0,0,0,642,2018,211100,Total
211200,201,24,0,0,0,0,0,0,444,2018,211200,Total
211300,423,66,9,0,0,9,0,0,750,2018,211300,Total
211400,246,18,0,0,0,0,0,0,432,2018,211400,Total
211500,288,12,0,0,0,6,0,0,504,2018,211500,Total
211700,411,87,0,0,0,0,0,0,795,2018,211700,Total
211800,522,63,9,0,0,15,0,0,873,2018,211800,Total
211900,600,81,9,0,0,12,0,0,1071,2018,211900,Total
212000,144,21,0,0,0,0,0,0,333,2018,212000,Total
212100,312,45,0,0,0,0,0,0,555,2018,212100,Total
212200,210,33,0,0,0,0,0,6,516,2018,212200,Total
212300,432,105,0,0,0,0,0,0,792,2018,212300,Total
212400,81,24,0,0,0,0,0,0,231,2018,212400,Total
212500,282,39,0,0,0,6,0,0,456,2018,212500,Total
212600,165,21,0,0,0,0,0,0,351,2018,212600,Total
212800,21,6,0,0,0,0,0,0,72,2018,212800,Total
212900,135,30,0,0,0,6,0,0,318,2018,212900,Total
213000,423,69,0,0,0,0,0,0,699,2018,213000,Total
213100,369,39,0,0,0,0,0,0,624,2018,213100,Total
213200,477,60,0,0,0,0,0,0,798,2018,213200,Total
213300,534,72,15,0,0,18,0,0,1032,2018,213300,Total
213400,615,105,12,0,0,18,0,0,1143,2018,213400,Total
213500,333,51,0,0,0,9,0,0,561,2018,213500,Total
213600,300,27,0,0,0,6,0,0,477,2018,213600,Total
213700,462,51,6,0,0,0,0,0,759,2018,213700,Total
213800,294,39,6,0,0,9,0,0,513,2018,213800,Total
213900,318,57,6,0,0,18,0,0,603,2018,213900,Total
214000,252,36,0,0,0,0,0,0,453,2018,214000,Total
214100,273,39,6,0,0,18,0,0,510,2018,214100,Total
214200,339,30,0,0,0,15,0,0,528,2018,214200,Total
214400,423,51,0,0,0,0,0,0,681,2018,214400,Total
214500,330,42,9,0,0,12,0,0,669,2018,214500,Total
214600,447,81,0,0,0,0,0,0,762,2018,214600,Total
214700,468,48,12,0,0,12,0,0,723,2018,214700,Total
214800,153,21,0,0,0,0,0,0,312,2018,214800,Total
214900,588,78,12,0,0,0,0,0,978,2018,214900,Total
215000,519,24,27,6,0,12,0,0,828,2018,215000,Total
215100,480,45,15,0,0,6,0,0,828,2018,215100,Total
215200,450,57,12,0,0,18,0,0,825,2018,215200,Total
215300,384,27,57,9,0,0,0,6,687,2018,215300,Total
215400,483,114,12,0,0,6,0,0,990,2018,215400,Total
215500,129,18,0,0,0,0,0,9,393,2018,215500,Total
215600,402,72,30,0,0,12,0,39,981,2018,215600,Total
215700,399,33,15,0,0,0,0,0,618,2018,215700,Total
215800,480,78,42,0,0,12,0,0,840,2018,215800,Total
215900,375,69,6,0,0,0,0,21,858,2018,215900,Total
216000,360,39,18,0,0,9,0,0,564,2018,216000,Total
216100,264,48,0,0,0,0,0,12,789,2018,216100,Total
216300,747,96,21,9,0,12,0,12,1224,2018,216300,Total
216400,219,33,0,0,0,0,0,0,399,2018,216400,Total
216500,348,63,0,0,0,0,0,0,603,2018,216500,Total
216600,366,36,6,0,0,15,0,9,630,2018,216600,Total
216700,369,54,0,0,0,0,0,9,762,2018,216700,Total
216800,555,48,24,6,0,12,0,12,921,2018,216800,Total
216900,465,54,15,0,0,15,0,6,900,2018,216900,Total
217000,135,18,15,0,0,9,0,0,411,2018,217000,Total
217100,249,21,9,0,0,0,0,6,441,2018,217100,Total
217200,453,66,12,0,0,0,0,0,750,2018,217200,Total
217300,555,72,15,0,0,24,0,0,1014,2018,217300,Total
217400,894,102,39,0,0,15,0,18,1503,2018,217400,Total
217500,945,144,42,0,0,30,0,12,1488,2018,217500,Total
217600,708,78,24,0,0,12,0,0,1113,2018,217600,Total
217800,603,75,24,0,0,18,0,6,1047,2018,217800,Total
217900,498,84,9,9,0,9,0,6,822,2018,217900,Total
218000,648,90,27,0,0,12,0,12,1122,2018,218000,Total
218100,663,93,15,0,0,15,0,9,1068,2018,218100,Total
218200,132,33,0,0,0,0,0,0,252,2018,218200,Total
218300,660,96,27,0,0,18,0,9,1212,2018,218300,Total
218400,756,117,24,6,0,33,0,9,1407,2018,218400,Total
218500,810,78,51,0,0,6,0,6,1227,2018,218500,Total
218600,636,75,18,0,0,9,0,9,1002,2018,218600,Total
218700,819,129,24,0,0,15,0,9,1311,2018,218700,Total
218800,138,45,0,0,0,0,0,0,315,2018,218800,Total
218900,612,69,33,0,0,0,0,0,939,2018,218900,Total
219000,360,90,6,0,0,0,0,0,762,2018,219000,Total
219100,408,96,6,0,0,0,0,9,864,2018,219100,Total
219200,120,0,0,0,0,0,0,9,318,2018,219200,Total
219300,405,78,6,0,0,0,0,6,807,2018,219300,Total
219400,378,75,0,0,0,0,0,12,795,2018,219400,Total
219500,444,81,6,0,0,0,0,18,963,2018,219500,Total
219600,864,114,21,0,0,15,0,0,1350,2018,219600,Total
219700,54,6,0,0,0,0,0,0,231,2018,219700,Total
219800,204,30,0,0,0,0,0,12,570,2018,219800,Total
219900,33,6,0,0,0,0,0,6,273,2018,219900,Total
220000,180,33,0,0,0,0,0,12,570,2018,220000,Total
220100,291,33,0,0,0,0,0,0,489,2018,220100,Total
220300,321,27,6,0,0,0,0,0,507,2018,220300,Total
220400,243,18,0,0,0,0,0,0,384,2018,220400,Total
220500,183,15,0,0,0,0,0,63,789,2018,220500,Total
220600,135,21,0,0,0,0,0,42,630,2018,220600,Total
220700,231,18,0,0,0,9,0,0,420,2018,220700,Total
220800,144,6,0,0,0,0,0,30,522,2018,220800,Total
220900,231,9,9,0,0,0,0,12,504,2018,220900,Total
221000,294,9,9,0,0,12,0,9,543,2018,221000,Total
221100,219,18,0,0,0,0,0,15,477,2018,221100,Total
221200,99,0,0,0,0,0,0,12,315,2018,221200,Total
221300,333,78,0,0,0,0,0,0,570,2018,221300,Total
221400,366,57,0,0,0,0,0,0,660,2018,221400,Total
221500,69,0,0,0,0,0,0,21,237,2018,221500,Total
221600,396,72,6,0,0,9,0,0,681,2018,221600,Total
221700,246,42,0,0,0,6,0,0,432,2018,221700,Total
221800,360,45,0,0,0,6,0,0,615,2018,221800,Total
221900,438,48,6,0,0,9,0,0,729,2018,221900,Total
222000,57,9,0,0,0,0,0,18,297,2018,222000,Total
222100,273,21,12,0,0,9,0,42,702,2018,222100,Total
222200,159,0,15,0,0,0,0,0,270,2018,222200,Total
222300,96,27,0,0,0,0,0,18,453,2018,222300,Total
222400,183,51,15,0,0,0,0,0,492,2018,222400,Total
222500,270,54,18,0,0,0,0,0,471,2018,222500,Total
222600,198,30,15,0,0,0,0,0,402,2018,222600,Total
222700,183,36,21,0,0,0,0,0,333,2018,222700,Total
222800,165,48,0,0,0,0,0,9,441,2018,222800,Total
222900,195,60,6,0,0,0,0,12,546,2018,222900,Total
223000,156,24,33,0,0,0,0,0,336,2018,223000,Total
223100,240,39,21,0,0,6,0,0,483,2018,223100,Total
223200,123,9,0,0,0,12,0,0,273,2018,223200,Total
223300,135,24,0,0,0,0,0,0,429,2018,223300,Total
223400,291,51,0,0,0,0,0,6,579,2018,223400,Total
223500,288,69,0,0,0,6,0,0,591,2018,223500,Total
223600,243,21,12,0,0,15,0,0,387,2018,223600,Total
223700,357,66,6,0,0,6,0,0,579,2018,223700,Total
223800,318,9,9,0,0,6,0,6,480,2018,223800,Total
224000,315,36,6,0,0,6,0,0,504,2018,224000,Total
224100,177,33,12,0,0,0,0,0,309,2018,224100,Total
224200,531,87,9,0,0,15,0,6,828,2018,224200,Total
224300,513,54,0,0,0,24,0,6,738,2018,224300,Total
224400,354,36,9,0,0,6,0,0,549,2018,224400,Total
224500,330,39,12,0,0,12,0,0,504,2018,224500,Total
224600,456,42,9,0,0,6,0,6,675,2018,224600,Total
224800,348,15,15,0,0,0,0,6,603,2018,224800,Total
224900,240,18,0,0,0,6,0,0,432,2018,224900,Total
225000,171,30,6,0,0,9,0,0,363,2018,225000,Total
225100,402,36,9,0,0,15,0,0,603,2018,225100,Total
225200,222,9,9,0,0,9,0,0,360,2018,225200,Total
225300,537,48,21,0,0,18,0,0,837,2018,225300,Total
225400,162,15,0,0,0,12,0,0,318,2018,225400,Total
225500,447,33,18,0,0,9,0,0,702,2018,225500,Total
225600,309,66,0,0,0,0,0,0,672,2018,225600,Total
225700,78,6,0,0,0,0,0,0,195,2018,225700,Total
225800,411,36,21,0,0,15,0,0,630,2018,225800,Total
225900,537,60,15,0,0,15,0,0,849,2018,225900,Total
226000,132,12,0,0,0,0,0,0,225,2018,226000,Total
226100,252,60,12,0,0,0,0,21,864,2018,226100,Total
226300,123,24,0,0,0,0,0,6,351,2018,226300,Total
226400,153,21,12,0,0,0,0,24,492,2018,226400,Total
226500,300,81,54,0,0,0,0,0,603,2018,226500,Total
226600,135,30,0,0,0,0,0,6,375,2018,226600,Total
226700,495,63,18,0,0,6,0,0,825,2018,226700,Total
226800,138,15,0,0,0,0,0,18,324,2018,226800,Total
226900,366,21,24,0,0,9,0,0,564,2018,226900,Total
227000,321,27,6,0,0,9,0,0,519,2018,227000,Total
227100,192,30,0,0,0,0,0,18,609,2018,227100,Total
227200,369,78,9,0,0,0,0,0,786,2018,227200,Total
227300,189,39,0,0,0,27,0,9,471,2018,227300,Total
227400,117,39,0,0,0,0,0,9,306,2018,227400,Total
227500,354,54,0,0,0,0,0,9,732,2018,227500,Total
227600,168,21,0,0,0,0,0,12,456,2018,227600,Total
227700,84,21,0,0,0,0,0,0,162,2018,227700,Total
227800,126,36,0,0,0,0,0,21,453,2018,227800,Total
227900,591,72,18,0,0,6,0,0,915,2018,227900,Total
228000,435,72,15,0,0,0,0,0,717,2018,228000,Total
228100,522,99,15,0,0,12,0,0,867,2018,228100,Total
228200,201,42,6,0,0,0,0,0,408,2018,228200,Total
228300,393,48,15,0,0,6,0,0,669,2018,228300,Total
228400,114,12,0,0,0,0,0,0,213,2018,228400,Total
228500,384,63,9,0,0,9,0,0,654,2018,228500,Total
228600,294,75,0,0,0,0,0,18,702,2018,228600,Total
228700,243,66,0,0,0,0,0,6,549,2018,228700,Total
228800,438,66,6,0,0,0,0,0,750,2018,228800,Total
229000,525,48,12,0,0,9,0,6,843,2018,229000,Total
229100,420,54,27,9,0,0,0,0,684,2018,229100,Total
229200,33,0,0,0,0,0,0,0,96,2018,229200,Total
229300,720,57,30,12,0,6,0,0,1104,2018,229300,Total
229400,348,102,0,0,0,0,0,0,687,2018,229400,Total
229500,582,51,36,0,0,0,0,6,909,2018,229500,Total
229600,717,78,39,9,0,27,0,6,1245,2018,229600,Total
229800,510,66,12,9,0,24,0,0,990,2018,229800,Total
229900,447,30,24,6,0,0,0,0,663,2018,229900,Total
230000,405,42,12,0,0,0,0,0,609,2018,230000,Total
230100,534,42,12,6,0,33,0,0,894,2018,230100,Total
230200,417,36,12,18,0,9,0,0,777,2018,230200,Total
230300,681,51,24,9,0,6,0,0,1005,2018,230300,Total
230400,603,81,12,0,0,0,0,0,939,2018,230400,Total
230500,390,36,6,6,0,9,0,0,774,2018,230500,Total
230600,102,0,0,0,0,0,0,0,321,2018,230600,Total
230700,708,54,27,21,0,18,0,9,1110,2018,230700,Total
230800,642,66,21,9,0,33,0,6,1053,2018,230800,Total
230900,309,48,9,0,0,12,0,0,531,2018,230900,Total
231000,351,33,9,6,0,6,0,6,678,2018,231000,Total
231100,588,120,9,0,0,6,0,0,927,2018,231100,Total
231200,594,30,21,33,0,51,0,12,984,2018,231200,Total
231300,783,90,18,24,0,45,0,6,1230,2018,231300,Total
231400,336,24,12,15,0,6,0,0,735,2018,231400,Total
231500,585,72,21,12,0,18,0,0,996,2018,231500,Total
231600,381,24,9,9,0,18,0,0,711,2018,231600,Total
231700,504,84,9,18,0,48,0,0,1017,2018,231700,Total
231800,741,81,24,12,0,36,0,0,1257,2018,231800,Total
232000,342,57,9,0,0,18,0,0,648,2018,232000,Total
232100,366,6,0,0,0,57,0,0,840,2018,232100,Total
232200,729,102,21,0,0,6,0,0,1074,2018,232200,Total
232300,417,33,6,9,0,27,0,0,693,2018,232300,Total
232400,147,30,0,0,0,9,0,0,267,2018,232400,Total
232500,270,30,0,0,0,0,0,18,510,2018,232500,Total
232600,135,30,0,0,0,0,0,0,291,2018,232600,Total
232700,702,108,21,12,0,24,0,0,1203,2018,232700,Total
232800,276,27,0,0,0,0,0,21,609,2018,232800,Total
232900,210,57,0,0,0,0,0,15,528,2018,232900,Total
233000,234,24,0,0,0,0,0,30,696,2018,233000,Total
233100,189,12,0,0,0,0,0,0,315,2018,233100,Total
233200,435,57,18,0,0,0,0,0,672,2018,233200,Total
233300,492,69,45,0,0,9,0,0,864,2018,233300,Total
233400,75,0,0,0,0,0,0,6,255,2018,233400,Total
233500,54,0,0,0,0,0,0,6,243,2018,233500,Total
233600,375,75,21,0,0,18,0,0,717,2018,233600,Total
233700,138,18,9,0,0,0,0,27,573,2018,233700,Total
233800,45,15,6,0,0,0,0,9,321,2018,233800,Total
234000,102,12,0,0,0,0,0,36,345,2018,234000,Total
234100,204,39,6,0,0,0,0,0,378,2018,234100,Total
234200,183,15,6,0,0,6,0,0,291,2018,234200,Total
234300,216,15,6,0,0,0,0,0,348,2018,234300,Total
234400,309,66,0,0,9,0,0,0,684,2018,234400,Total
234500,63,9,0,0,0,0,0,0,192,2018,234500,Total
234600,243,27,0,0,0,0,0,27,549,2018,234600,Total
234700,129,12,15,0,0,0,0,0,240,2018,234700,Total
234800,237,63,15,0,24,0,0,0,639,2018,234800,Total
234900,363,51,6,0,9,0,0,0,621,2018,234900,Total
235000,129,0,0,0,0,0,0,0,243,2018,235000,Total
235100,273,51,6,0,6,0,0,0,507,2018,235100,Total
235200,54,6,0,0,0,0,0,0,180,2018,235200,Total
235300,129,33,0,0,0,0,0,0,249,2018,235300,Total
235400,150,0,0,0,0,0,0,0,261,2018,235400,Total
235500,234,15,0,0,0,6,0,0,408,2018,235500,Total
235600,171,33,33,0,0,6,0,0,372,2018,235600,Total
235700,171,27,6,0,0,0,0,0,330,2018,235700,Total
235800,195,0,9,0,0,0,0,0,312,2018,235800,Total
235900,162,9,0,0,0,0,0,0,279,2018,235900,Total
236000,150,21,0,0,0,0,0,0,297,2018,236000,Total
236300,240,12,0,0,12,6,0,0,414,2018,236300,Total
236400,57,9,0,0,15,0,0,0,186,2018,236400,Total
236500,456,48,21,0,39,21,0,0,861,2018,236500,Total
236600,183,24,0,0,57,0,0,0,492,2018,236600,Total
236700,114,18,0,0,0,0,0,0,246,2018,236700,Total
236800,462,63,15,9,117,12,0,0,1041,2018,236800,Total
236900,45,0,0,0,24,0,0,0,195,2018,236900,Total
237000,597,102,18,15,165,15,0,0,1368,2018,237000,Total
237100,285,33,6,12,99,9,0,0,708,2018,237100,Total
237200,207,33,0,0,60,9,0,0,501,2018,237200,Total
237300,309,33,0,0,120,9,0,0,747,2018,237300,Total
237400,84,9,0,0,36,0,0,0,243,2018,237400,Total
237500,513,96,18,9,153,12,0,0,1083,2018,237500,Total
237600,432,57,0,0,156,0,0,0,1023,2018,237600,Total
237700,48,15,0,0,21,0,0,0,252,2018,237700,Total
237800,525,63,9,0,120,12,0,0,1083,2018,237800,Total
237900,126,15,0,0,66,0,0,0,450,2018,237900,Total
238000,345,63,15,9,111,15,0,0,906,2018,238000,Total
238100,246,33,0,0,144,6,0,0,672,2018,238100,Total
238300,240,24,9,0,84,6,0,0,594,2018,238300,Total
238400,267,27,9,0,81,0,0,0,630,2018,238400,Total
238500,525,66,24,6,165,18,0,0,1284,2018,238500,Total
238600,174,6,0,0,165,0,0,0,582,2018,238600,Total
238800,288,18,6,0,165,0,0,0,699,2018,238800,Total
239000,276,45,6,0,171,0,0,0,738,2018,239000,Total
239100,351,33,12,15,99,0,0,0,765,2018,239100,Total
239200,480,39,42,24,117,0,0,0,972,2018,239200,Total
239300,273,36,18,6,60,0,0,0,537,2018,239300,Total
239400,114,36,6,0,24,0,0,0,351,2018,239400,Total
239500,288,18,9,9,69,0,0,0,591,2018,239500,Total
239600,294,54,9,0,171,0,0,0,729,2018,239600,Total
239800,393,42,15,0,171,0,0,0,912,2018,239800,Total
240000,354,81,18,0,150,9,0,0,831,2018,240000,Total
240100,513,48,30,0,252,0,0,0,1089,2018,240100,Total
240200,450,54,9,15,201,0,0,0,987,2018,240200,Total
240300,384,27,30,15,75,0,0,0,711,2018,240300,Total
