,area,max_students,sector,latitude,longitude,age_min,age_max
589,233200,74,secondary,-40.190697766751114,176.11096212021025,5,19
590,309800,171,secondary,-42.114663724848924,171.85979110612527,5,19
591,232000,226,secondary,-40.37274408948716,175.62922399961403,14,19
592,118100,1076,secondary,-36.73948717565556,174.70523819208995,5,19
593,151200,1524,secondary,-36.964113435270335,174.8168991226224,5,19
594,134100,164,primary,-36.855808144661545,174.75986537428943,5,13
595,225300,63,secondary,-39.93932259373449,175.02292867455907,14,19
596,258400,20,primary,-36.28531259544994,174.10161942553867,5,13
597,166200,374,secondary,-37.21753408149439,174.9306240339989,5,19
598,147100,12,secondary,-36.90089082726611,174.85467890387793,5,19
599,203600,80,secondary,-38.4612286571322,176.70969999130145,5,19
600,189700,249,secondary,-38.984046040669526,175.8030963351162,5,19
602,164300,31,secondary,-37.09613560576389,174.9505799228195,5,19
603,245200,87,secondary,-41.19728776241402,174.94304105762384,8,15
604,324600,73,secondary,-43.50405442919327,172.66962031177016,8,15
605,106000,412,secondary,-35.688262441557015,174.30699915800628,11,13
606,325400,10,secondary,-43.5615982299378,172.56993697516594,8,15
607,302800,6,secondary,-41.33591248575047,173.19341735856753,8,15
608,101800,157,primary,-35.10058690381609,173.78871684946142,5,11
609,300400,1840,secondary,-40.55885469360227,173.4483811160239,5,19
610,138900,217,secondary,-36.92205425824251,174.69793946423033,14,19
611,189700,379,secondary,-38.98622735283248,175.81404759883821,5,19
612,233100,48,primary,-40.33766828621867,175.9899624426258,5,13
613,246900,526,secondary,-41.25325080622037,174.93758424550492,14,19
614,117800,205,secondary,-36.722334542594396,174.72167108300476,5,19
615,195600,741,secondary,-37.75206443993975,176.12324074298402,11,19
616,115700,306,secondary,-36.613188177657015,174.79136782974655,11,19
617,195100,456,primary,-37.75161158070734,176.11169431488412,5,13
618,139400,22,secondary,-36.87491186545761,174.78386561183189,5,19
619,176800,254,secondary,-37.76657876319129,175.23195318677105,14,19
620,350000,1167,secondary,-45.87469327487228,170.35275104715902,11,19
621,341800,242,secondary,-44.25526487618623,170.09837086624242,5,19
622,257100,148,secondary,-41.03325375268775,175.52259691826623,5,19
623,147600,408,secondary,-36.79948084630642,175.02744910462314,11,19
624,327100,518,secondary,-43.538574765457696,172.6472814688379,11,19
625,199900,1185,secondary,-38.142601871802796,176.22860399135467,11,19
626,171400,154,primary,-37.492377760054886,175.15791393721184,5,13
627,158600,138,primary,-36.976742711821686,174.9259903361854,5,11
628,176100,200,secondary,-37.725414495715256,175.28040008005598,5,19
629,151000,590,secondary,-36.976864517123126,174.7926572894378,5,19
630,203400,27,secondary,-38.59003865777835,176.77638062584106,5,19
631,240400,211,secondary,-41.114391985057665,174.89501982589255,11,19
632,135300,31,secondary,-36.856062172549294,174.76168389481634,5,19
633,362700,489,secondary,-46.43063501409654,168.38217194766966,11,19
634,226500,316,secondary,-39.676030401226086,175.80169930575497,5,19
635,216700,318,secondary,-39.1934275579902,173.87977358273662,5,19
636,361400,2256,secondary,-46.389910030098065,168.37614880990938,11,19
637,158200,778,secondary,-36.96332118274651,174.93150694139607,11,14
638,346600,228,primary,-44.67944934046784,169.13730995931707,5,13
639,197300,224,secondary,-37.7231314942635,176.28371922349083,5,19
640,223300,31,primary,-39.58187501680208,175.10784593420874,5,13
641,117300,668,secondary,-36.72993410072967,174.6955380133915,15,19
642,157300,614,secondary,-36.968724002736806,174.91780449782962,15,19
643,162600,264,primary,-37.04445289912497,174.950536493664,5,13
644,145700,738,primary,-36.88766636314767,174.84149060954303,5,13
645,162500,1078,secondary,-37.083978957674134,174.90296188237218,5,19
646,211000,326,secondary,-39.658550658085545,176.8443937283949,5,19
647,175600,470,secondary,-37.72105987423359,175.2615547357722,5,19
648,186000,366,secondary,-38.03867286207279,175.78469696014167,11,19
649,208500,156,primary,-39.64810762370358,176.61796280833002,5,13
650,158200,700,primary,-36.96220554985973,174.93058464270146,5,11
651,126400,608,secondary,-36.86445421754518,174.63408961304694,5,19
652,314500,135,primary,-43.313927604148496,172.58257696622326,5,13
653,175600,781,primary,-37.71928071762894,175.26564563125714,5,11
654,328400,628,secondary,-43.51524269817021,172.69603402816924,5,19
655,324500,260,primary,-43.57140934592294,172.53804553095006,5,13
656,334900,756,primary,-43.60692674277763,172.35509910647386,5,13
657,165500,0,primary,-37.201786424487715,174.8832174699906,5,11
658,336100,234,primary,-43.64875678638207,172.4921586128358,5,13
659,348700,601,primary,-45.005558138238115,168.77760171433368,5,13
660,162500,343,primary,-37.077111677806805,174.91608807577825,5,13
661,220800,45,secondary,-39.4236991602235,174.22925526806935,5,19
662,326600,786,secondary,-43.53608015374856,172.63588308181943,5,19
663,351200,108,primary,-45.94933940775718,170.3301151527912,5,13
664,338400,196,secondary,-43.91086823189466,171.77273409878228,5,19
665,248100,320,primary,-41.198581083746056,174.8031306199805,5,11
667,106200,298,secondary,-35.668606250975756,174.3631926226165,11,19
668,241800,32,secondary,-41.15133098223761,175.0142747064263,5,19
669,205400,63,secondary,-38.46792325617389,177.866122091365,5,19
670,302800,62,secondary,-41.334750483483106,173.19059107853548,5,19
671,151200,286,secondary,-36.96388570898027,174.81496894951223,5,19
672,157700,171,secondary,-36.98044665961444,174.8919035911333,11,19
673,179600,132,secondary,-37.776074996715,175.30588075364162,14,19
674,129700,391,primary,-36.84757105704197,174.73065555802927,5,11
675,348400,80,primary,-45.01792637279759,168.72826816714618,5,13
676,183600,108,secondary,-38.002663662549026,175.31587895592477,5,19
677,354600,169,primary,-45.90076084060162,170.49230065804178,5,13
678,203900,60,secondary,-38.083752982971696,176.70688706915215,5,19
680,335100,1492,secondary,-43.60393373863029,172.3879799788455,14,19
681,203700,236,primary,-38.089330337591456,176.68595206439676,5,11
682,203600,255,secondary,-38.45559390821523,176.70257670639862,5,19
683,255100,291,primary,-41.328150600663214,174.82153404970902,5,13
684,203900,450,secondary,-38.086550686417034,176.70987811366075,11,19
685,330500,517,primary,-43.54610204666364,172.6724263688402,5,13
686,324000,637,primary,-43.4887322711318,172.68453305112786,5,11
687,332500,246,primary,-43.602579686973925,172.72345896405793,5,13
688,158100,992,primary,-36.96929547056601,174.9207392978758,5,11
689,324500,0,secondary,-43.583691229918784,172.55015341474316,14,19
690,327200,610,primary,-43.49521950609507,172.71761794878785,5,13
691,328500,228,secondary,-43.529247415184855,172.6734487475471,5,19
692,103500,268,primary,-35.40911610689226,173.80688284090567,5,11
693,191500,376,secondary,-37.77197406544449,176.11434767663562,5,19
694,158100,566,secondary,-36.969023930269444,174.91962889802576,11,14
695,335500,177,primary,-43.60859897452858,172.39172938245574,5,13
697,202500,49,primary,-37.9344165791838,176.97201490366893,5,13
698,142700,16,secondary,-36.852053207403515,174.85018293721214,5,19
699,109400,72,primary,-36.132626529907576,174.18003693931655,5,13
700,109100,15,primary,-35.800079890340974,173.73879223472866,5,13
701,120200,0,primary,-36.80245869849381,174.66043949484228,5,13
702,113100,54,primary,-36.60401926203745,174.6600875787834,5,13
703,216100,80,primary,-40.30398703175845,176.61705970512762,5,13
704,206100,168,secondary,-38.657614782844774,178.00693497375772,5,19
705,204200,120,secondary,-37.81493185358155,177.63465345404506,5,19
706,162100,278,primary,-37.037068376922484,174.94029789604036,5,13
707,109100,28,primary,-35.738984591995575,173.61465435128724,5,13
708,347000,146,primary,-44.70184353597741,169.1528699550368,5,11
709,126600,40,primary,-36.7910475397448,174.76209096283677,5,13
710,115000,340,primary,-36.76758846266946,174.53215604243277,5,13
711,144600,25,primary,-36.77399257485017,175.00649870800027,5,13
712,125100,151,secondary,-36.854105851283755,174.6319820369825,11,14
713,200900,127,secondary,-38.12096001345932,176.30564261357185,5,19
714,175300,352,primary,-37.7204637454783,175.23977286264795,5,11
715,135000,230,primary,-36.902264354460975,174.69528959200278,5,13
716,147100,21,secondary,-36.898524080024174,174.85387687737932,11,19
717,188600,36,secondary,-38.68133589692044,176.07560319959794,5,19
718,140600,160,secondary,-36.905454051250196,174.75194493735978,8,15
719,109300,40,primary,-36.00732250865496,173.9447305906434,5,13
720,100700,31,primary,-35.03925990125781,173.25370206275318,5,11
721,109300,394,primary,-35.938503428248325,173.8662744197092,5,11
722,197500,0,primary,-37.72341673729946,176.33479684168645,5,11
723,127200,14,primary,-36.79504727349427,174.75696210571076,5,13
724,118400,196,secondary,-36.75170918104311,174.69830137712236,14,19
725,107500,134,primary,-35.73395808459081,174.3128316521327,5,13
726,107100,69,secondary,-35.72759853933251,174.33037075439006,14,19
727,199300,115,secondary,-38.127577246907755,176.23487527418254,5,19
728,176300,319,secondary,-37.755505605884245,175.23487258960793,11,19
729,210400,24,secondary,-39.61756132923925,176.89295073549937,14,19
730,150300,122,secondary,-36.94169525904945,174.84467354393368,14,19
731,115500,300,primary,-36.717679763573265,174.64436222352958,5,11
732,106300,346,primary,-35.7453522211547,174.27305975397243,5,11
733,160500,145,secondary,-37.040912725042105,174.88345650638297,11,14
734,332700,128,secondary,-43.58036024236831,172.75836141041546,8,15
735,216500,58,secondary,-39.13657023181218,173.9986966840026,5,19
736,101600,16,primary,-35.337094441037,173.28963103237984,5,13
737,133900,193,secondary,-36.90721515976,174.6813757520958,5,19
738,301000,0,primary,-41.15216114922514,172.99866363507363,5,13
739,100600,247,primary,-35.171985368322815,173.15410254757626,5,13
740,109300,85,secondary,-35.932636066494794,173.86503108861842,11,13
741,100600,31,primary,-35.26284783669869,173.21130159382918,5,13
742,105200,180,primary,-35.59643198531173,174.28748310052111,5,13
743,107400,350,primary,-35.736331966934365,174.3076428811229,5,11
744,102000,18,primary,-35.35969082392087,173.5794532722348,5,11
745,104700,168,primary,-35.521529052292806,174.19776771789734,5,13
746,105900,292,primary,-35.687075284281036,174.28877543370254,5,11
747,100200,19,primary,-34.93477668343584,173.18553845113436,5,13
748,103500,75,secondary,-35.406822097091016,173.79569810158353,11,13
749,103500,194,primary,-35.406897927653986,173.7915526882362,5,11
750,100400,139,primary,-35.024805445729314,173.33078513960766,5,13
751,100700,129,secondary,-35.1035441478413,173.2570664898497,11,13
752,100800,349,primary,-35.11680355633946,173.27126378525912,5,11
753,109700,133,primary,-36.15988805656825,174.44602099863602,5,11
754,105800,328,primary,-35.67932084615915,174.31590017783483,5,11
755,106000,489,primary,-35.68395812117202,174.29802953807902,5,11
756,104600,168,primary,-35.38347074886224,174.06568142150692,5,13
757,103000,517,primary,-35.228809593600324,173.95813820252354,5,11
758,102000,38,primary,-35.3602258373852,173.54436457364233,5,13
759,105400,106,primary,-35.70781342990523,174.13913279769164,5,13
760,101700,16,primary,-35.21396972967669,173.5383950101785,5,11
761,110100,565,primary,-36.12973812638464,174.57570971075478,5,13
762,101100,157,primary,-34.99109960267862,173.53399142838978,5,11
763,105100,339,primary,-35.65760607692996,174.22230147561203,5,13
764,101800,68,primary,-35.0428328278232,173.89668862098986,5,11
765,101600,27,primary,-35.436751830338736,173.28357251377972,5,13
766,107800,94,primary,-35.84369720712012,174.20229426260002,5,13
767,105400,333,primary,-35.755675144008094,174.20486448092237,5,13
768,109600,235,primary,-36.11007896378413,174.35229884145124,5,11
769,104100,58,primary,-35.49536381071264,174.0356093088941,5,13
770,100200,31,secondary,-34.744712790644364,173.04618359444078,5,19
771,107600,279,primary,-35.62620281822613,174.51256395080398,5,13
772,103200,151,primary,-35.35287783642299,173.8842055779751,5,11
773,102300,182,primary,-35.32318984722687,173.76428521149077,5,11
774,108700,231,primary,-35.83131131389359,174.46404180338,5,11
775,233000,9,primary,-40.40192917256622,175.79926660867218,5,13
776,108100,482,primary,-35.7575574610399,174.3669036516666,5,11
777,104300,111,primary,-35.314650670809904,174.11793446593,5,13
778,103300,145,primary,-35.3182209358793,173.97171334701008,5,13
779,101400,158,primary,-35.003002120665755,173.58869240232028,5,13
780,107700,150,primary,-35.78753934570877,174.30046712836568,5,11
781,106400,103,primary,-35.69449333172869,174.32061526911355,5,13
782,100700,141,primary,-35.09317278640843,173.2856723457349,5,13
783,103900,202,primary,-35.28379924917846,174.0902607598213,5,13
784,103600,49,primary,-35.35616018640258,173.95775386002936,5,13
785,104800,24,primary,-35.688581682147955,173.90132904669485,5,13
786,109400,50,primary,-36.09870143897564,174.23408372121568,5,11
787,100700,152,primary,-35.0280715172372,173.20259135403836,5,11
788,108500,339,primary,-35.7703434655284,174.48042898142327,5,13
789,101300,55,primary,-35.09844302781223,173.48723924544254,5,13
790,100800,132,primary,-35.115251893138556,173.26051273511422,5,13
791,105400,30,primary,-35.73933374383059,174.1388302131021,5,13
792,107700,39,primary,-35.79905818296997,174.32698363738126,5,11
793,100200,84,primary,-34.817485904997184,173.1167070705954,5,13
794,100500,28,primary,-35.158628903921354,173.21367161350656,5,11
795,104800,21,primary,-35.63253921600158,174.10839081485395,5,13
796,108300,74,primary,-35.76339439300671,174.36226928344794,5,13
797,105600,56,primary,-35.51471495584155,174.4538041035806,5,13
798,102100,64,primary,-35.403057350677976,173.5061147246064,5,13
799,108800,326,primary,-35.89863017374078,174.44053197042166,5,11
800,103800,74,primary,-35.26222494595013,174.1237846598255,5,13
801,109300,134,primary,-35.93239049810662,173.87605502058497,5,11
802,109300,102,primary,-35.93545548548152,173.86353104748653,5,13
803,101500,21,primary,-35.07373099350686,173.71065621249426,5,13
804,135300,8,secondary,-36.85588947828601,174.76173989184863,8,15
805,109200,37,primary,-35.82180587941096,174.04903837978566,5,13
806,109200,20,primary,-35.86545147881946,173.9354813432064,5,13
807,110300,15,primary,-36.35134380590324,174.30303525578358,5,13
808,110200,46,primary,-36.37814813524465,174.45280956717158,5,13
809,100100,28,primary,-34.51733798158062,172.9092119661534,5,13
810,104800,31,primary,-35.62091006744547,174.01807843225455,5,13
811,109300,111,primary,-36.02963709884768,173.92350658814968,5,13
812,102400,105,primary,-35.13815546331867,173.99671982005498,5,13
813,106200,273,primary,-35.685452201508944,174.32399188363667,5,11
814,258400,20,primary,-36.24710387788235,174.24540560195598,5,13
815,110400,88,primary,-36.23098231771467,174.63356533479185,5,13
816,101500,32,primary,-35.03870362035991,173.7118772637039,5,11
817,102000,32,primary,-35.285950361061936,173.57503276691716,5,11
818,102700,38,primary,-35.48929544031898,173.5866966655502,5,13
819,107800,36,primary,-35.93920291189715,174.19885244517076,5,11
820,109000,240,primary,-35.98808668216037,174.44355465414105,5,11
821,110500,414,primary,-36.28456974543147,174.51618073480662,5,13
822,312700,36,primary,-43.02224490661525,172.85376242520297,5,13
823,108900,140,primary,-35.82304470001346,174.51601699488924,5,13
824,107000,414,secondary,-35.72114250841641,174.31679020736604,11,13
825,106600,549,primary,-35.717372385618,174.32100013449244,5,11
826,106400,246,primary,-35.7005096594462,174.31571078931682,5,11
827,215600,9,primary,-40.025566217621524,176.3495116428888,5,13
828,111600,294,primary,-36.618133598150955,174.49450854817923,5,13
829,255200,98,secondary,-41.32090588712477,174.83123459717442,5,19
830,100700,174,secondary,-35.07033371164177,173.2893475676597,5,19
831,305400,228,primary,-41.31638392824189,173.24457536218884,5,13
832,205700,109,secondary,-38.64183473890714,177.9934660411396,5,14
833,170400,36,primary,-37.39299931044541,174.72473475786393,5,13
834,199400,272,secondary,-38.12047186826252,176.234749351107,5,19
835,153500,448,primary,-36.958769324687616,174.86650464516754,5,11
836,129300,168,primary,-36.80986428745755,174.78862384322935,5,11
837,175000,79,primary,-37.81592043147362,175.76257198407748,5,13
838,148300,488,secondary,-36.88252312964458,174.90945013656463,11,13
839,149000,1264,secondary,-36.91235922282081,174.86255451922662,5,19
840,106200,211,secondary,-35.678246569602976,174.3275299375729,5,19
841,111700,231,secondary,-36.427939108030856,174.73084968168303,5,19
842,201000,230,secondary,-38.09524270994554,176.32349192540087,5,19
843,346600,602,primary,-44.68406655271973,169.1364141991141,5,11
844,317800,255,secondary,-43.478319848886635,172.5886321459593,5,19
845,169200,63,primary,-37.36643839764362,175.66478949784,5,13
846,134900,627,primary,-36.922800385108324,174.67380900084362,5,11
847,202800,44,primary,-37.96175270341371,176.97555775426918,5,13
848,131100,336,primary,-36.87697999549296,174.70174272671767,5,11
849,230300,694,secondary,-40.330978934749275,175.65011003594188,5,19
850,103500,192,secondary,-35.4112894636778,173.80694582952708,5,19
851,147600,327,primary,-36.801565489285515,175.02685256202903,5,11
852,301700,32,primary,-41.195412586469374,173.05519048245517,5,13
853,243600,165,primary,-41.18291029800485,174.91461034164757,5,13
854,215900,69,primary,-40.05111323872766,176.75350729341872,5,13
855,221300,25,primary,-39.57659014430312,174.2190572583262,5,13
856,190500,31,primary,-37.597805615526354,175.94693334488488,5,13
857,160100,494,primary,-37.02446158489757,174.88716034367445,5,11
858,196900,223,primary,-37.7307289373409,176.2050134236176,5,13
859,246200,309,secondary,-41.20143837253941,174.96229866637,5,19
860,138100,742,primary,-36.88387821350861,174.74601614101658,5,13
861,357500,301,primary,-45.413314953471776,167.718100047283,5,11
862,353600,66,primary,-45.858806390057765,170.56593957001488,5,13
863,114000,552,primary,-36.608513414124424,174.70057501469608,5,11
864,240400,572,primary,-41.12055042769503,174.89012292205226,5,13
865,110800,72,primary,-36.47304777487305,174.5532692998661,5,13
866,169700,52,primary,-37.283029567241925,174.80422727541463,5,13
867,117400,843,primary,-36.73624925686443,174.68995566049307,5,11
868,161600,417,primary,-37.0166649074392,174.9410217195776,5,13
869,149000,139,primary,-36.91990181870308,174.8675087141238,5,11
870,162300,378,primary,-37.03334988467559,175.0003581325016,5,13
871,128500,232,secondary,-36.88086812740552,174.65276476424006,8,15
872,139000,357,secondary,-36.88517176226845,174.76570831389444,11,13
873,132000,222,secondary,-36.88983121476451,174.69157930275557,11,13
874,133100,298,primary,-36.89598997484708,174.69799104883677,5,11
875,149900,121,primary,-37.11300694558233,174.6159929417534,5,13
876,150200,117,secondary,-36.96615202093343,174.80101528599684,11,13
877,146600,468,primary,-36.909680980346636,174.82637218111935,5,13
878,166200,255,primary,-37.22908516498316,174.92625563825143,5,13
879,154400,135,secondary,-36.95038807313751,174.87796520268236,11,13
880,121400,430,primary,-36.772522745141494,174.7055527268547,5,11
881,122400,444,primary,-36.793878980543504,174.69029196500128,5,11
882,155000,717,primary,-36.88446879197401,174.99930099202209,5,13
883,129300,385,secondary,-36.80286242218917,174.7907477936847,11,13
884,129300,412,primary,-36.806368043116045,174.79170115921966,5,11
885,123000,216,primary,-36.85542217905155,174.6016032664365,5,13
886,122800,261,secondary,-36.79568773779019,174.69957595189317,11,13
887,122800,190,primary,-36.79080818773777,174.7020218423228,5,11
888,124400,230,primary,-36.7997397198957,174.70339755245945,5,11
889,126500,483,primary,-36.81088625015855,174.72318622518344,5,11
890,138000,747,primary,-36.931260587207376,174.6726134025851,5,13
891,163500,502,primary,-37.054175992418934,174.9568911231125,5,11
892,137200,459,secondary,-36.91734186124538,174.69364547811685,11,13
893,138900,562,primary,-36.92442667819522,174.70309851390337,5,11
894,166300,374,primary,-37.1848024535458,174.99531006769416,5,13
895,152900,583,primary,-36.911357493154846,174.9216214219383,5,11
896,157100,121,primary,-36.98770641293845,174.99437661832187,5,13
897,119000,688,primary,-36.72121466270939,174.74564784465971,5,11
898,127500,174,secondary,-36.89449700107173,174.62679111103506,11,13
899,146400,427,primary,-36.86600190013134,174.90720085300495,5,11
900,137200,228,primary,-36.91401988971821,174.6945163679576,5,11
901,126300,384,primary,-36.8158573052307,174.70816773547625,5,11
902,138300,103,primary,-36.904015965279854,174.72155315149246,5,13
903,144000,484,primary,-36.85095934156252,174.87337417146216,5,13
904,161200,321,primary,-37.04170425950498,174.89576614103348,5,13
905,158800,630,primary,-37.01727826577708,174.87138743366714,5,11
906,162900,392,primary,-36.98991033385317,175.03939068310027,5,13
907,122300,213,primary,-36.834421969118466,174.63374677812465,5,13
908,161800,519,primary,-37.047888521903296,174.91106582111055,5,13
909,142200,662,primary,-36.89198786360476,174.78922840390698,5,11
910,157200,291,primary,-36.973967488631835,174.8934559688658,5,11
911,133000,278,primary,-36.82807728608059,174.79969051469462,5,11
912,139700,302,primary,-36.90445900501671,174.74334350973527,5,11
913,121700,225,primary,-36.85139556408795,174.60857561297695,5,13
914,164300,456,primary,-37.09773417213614,174.95039835744055,5,13
915,155800,181,primary,-36.96230168589425,174.88716848781618,5,11
916,137000,652,primary,-36.88742738279697,174.73639086486187,5,11
917,126400,260,primary,-36.865302972189745,174.64184600545366,5,11
918,163600,202,primary,-37.067130048241864,174.95686472513813,5,13
919,144200,874,primary,-36.89786106154428,174.80501642419938,5,13
920,150500,651,primary,-36.910484851901074,174.89135559162904,5,11
921,140200,640,primary,-36.89033003250221,174.76980927849613,5,11
922,151900,536,primary,-36.9476520390748,174.850242518321,5,11
923,149200,345,secondary,-36.8960269618134,174.892023399655,11,13
924,149400,374,primary,-36.95367575414435,174.8065094848124,5,11
925,155800,246,secondary,-36.96370000935378,174.88321759635159,11,13
926,159900,997,primary,-37.03211797359737,174.87107765303006,5,11
927,127000,362,primary,-36.86046837964632,174.64567485228633,5,11
928,156800,442,primary,-36.97450257526016,174.883402871721,5,11
929,123400,446,primary,-36.7731096817901,174.7487423528888,5,11
930,131800,536,primary,-36.851697282947114,174.75301263808203,5,11
931,127700,417,primary,-36.87018846539685,174.65076753577534,5,11
932,132900,321,primary,-36.914994282777364,174.66715768816076,5,11
933,131900,926,primary,-36.87927958611345,174.7122472187765,5,11
934,117500,580,primary,-36.70205174571601,174.73493954115185,5,11
935,134700,608,secondary,-36.92387308647279,174.65307946224704,11,13
936,130800,333,primary,-36.90834126960391,174.65259768319245,5,11
937,144700,178,primary,-36.87322443521326,174.85673807152276,5,13
938,162600,669,primary,-37.0483499792775,174.9369393107061,5,13
939,145100,235,primary,-36.86901120413661,174.86380418634408,5,13
940,137100,368,primary,-36.910134128082184,174.7034764200062,5,13
941,145800,151,primary,-36.87257423498635,174.87045381675972,5,13
942,162400,310,primary,-37.20531674080202,174.7510041724893,5,13
943,128900,156,primary,-36.886963368365365,174.6558331196125,5,11
944,145100,618,primary,-36.86316061934394,174.87608469054302,5,13
945,159100,361,primary,-37.01096603419114,174.87972088213738,5,11
946,124600,207,secondary,-36.778943925654445,174.73303862680234,11,13
947,124000,321,primary,-36.780287737089246,174.7274897826885,5,11
948,138100,208,primary,-36.89099523122334,174.74316413735988,5,11
949,118900,526,primary,-36.774258382916855,174.6755722729897,5,11
950,160800,234,secondary,-37.028478875607725,174.90557090335298,11,13
951,132100,315,primary,-36.86321861713096,174.73525403181523,5,11
952,140900,428,primary,-36.93182088322372,174.7189593307335,5,11
953,170000,213,primary,-37.24019745204572,174.95213541951995,5,11
954,128800,526,primary,-36.804370069350774,174.77500875255262,5,11
955,142100,166,primary,-36.92329720474638,174.74470546663974,5,11
956,112400,510,primary,-36.678910752009806,174.45297050027258,5,13
957,125700,370,secondary,-36.867227709544345,174.62731979546257,11,13
958,125700,367,primary,-36.869628851461734,174.62554433209127,5,11
959,127900,219,primary,-36.88074530376634,174.63611336418575,5,11
960,160000,598,primary,-37.021745970482414,174.88113813373081,5,13
961,127800,273,primary,-36.889023183948204,174.6210771591406,5,11
962,126000,367,primary,-36.89817304619647,174.59209015194764,5,11
963,142900,436,primary,-36.922803296289956,174.75784380889473,5,11
964,120300,661,primary,-36.80513559841739,174.6359612727536,5,13
965,156500,584,primary,-36.97965152093856,174.86065792614014,5,13
966,128400,475,primary,-36.886574013154046,174.63619224669984,5,13
967,152000,278,secondary,-36.89998218942138,174.91728655417293,11,13
968,150400,364,primary,-36.896977591993476,174.91565573527976,5,11
969,115000,471,primary,-36.77428770580115,174.5359071753614,5,13
970,165200,145,primary,-37.079400249752965,175.07483216144246,5,13
971,151600,386,primary,-36.97337775442091,174.81500453608407,5,11
972,168600,24,primary,-37.09981279690134,175.29785777571428,5,13
973,110800,127,primary,-36.40810686178214,174.54564455515865,5,11
974,164300,260,primary,-37.12510163159036,174.90342975709405,5,13
975,123900,439,primary,-36.8060739186336,174.69889639805018,5,11
976,134700,832,primary,-36.92786084178363,174.65257101531006,5,11
977,153600,464,secondary,-36.97588323685146,174.83335086721175,11,13
978,130500,211,secondary,-36.897225860213936,174.66280203488833,11,13
979,131000,318,primary,-36.90348532536245,174.66630453595502,5,11
980,163500,402,primary,-37.06330318887556,174.9606809183046,5,11
981,153200,343,primary,-36.97305529938764,174.82776229218413,5,11
982,141800,571,primary,-36.85483046086964,174.8378979016753,5,13
983,132500,501,primary,-36.928119444533735,174.64104280360388,5,11
984,148600,572,primary,-36.95840680406751,174.80337888494918,5,13
985,136200,351,secondary,-36.87285625025127,174.74791418615584,11,13
986,137500,283,primary,-36.96214731469889,174.62771995571285,5,11
987,160600,410,primary,-37.033606315941846,174.88617871498286,5,11
988,111500,62,primary,-36.290929322160586,174.80354624917814,5,11
989,122500,444,primary,-36.843784550605506,174.61966473010133,5,13
990,116500,500,primary,-36.69029629153116,174.73437989447208,5,11
991,120800,475,primary,-36.74465674448393,174.74685312114065,5,11
992,169800,100,primary,-37.1998320663596,175.20522514768456,5,13
993,169800,222,primary,-37.213634585273745,175.12249744548112,5,13
994,146800,418,primary,-36.945757258987264,174.78728712924683,5,11
995,151000,483,primary,-36.97371612844088,174.79105322211169,5,13
996,180800,112,primary,-37.78876314765287,175.32357222168574,5,13
997,151800,582,primary,-36.96417015821179,174.82503187218947,5,13
998,121000,296,primary,-36.7756023550004,174.71724049714294,5,11
999,144100,273,secondary,-36.91556298064367,174.77375546469074,11,13
1000,160800,334,primary,-37.02173862083567,174.908890341473,5,11
1001,160000,495,secondary,-37.02304765904015,174.88452356808727,11,13
1002,160100,541,primary,-37.01996968983929,174.8962923258424,5,11
1003,160900,366,primary,-37.03256307345549,174.89672318069154,5,11
1004,157400,464,primary,-36.878316488308855,175.03752199082504,5,13
1005,130400,196,primary,-36.85150546497123,174.73577170321795,5,11
1006,124000,434,primary,-36.78548286380887,174.73157120545963,5,11
1007,139600,604,primary,-36.9153742494634,174.71801544905577,5,11
1008,120600,582,primary,-36.83853408872475,174.59879944292365,5,13
1009,110900,354,primary,-36.35531049114058,174.71502507246686,5,11
1010,169700,193,primary,-37.305888424772604,174.74207177105072,5,13
1011,124500,486,primary,-36.836978547377775,174.64058072827606,5,11
1012,165000,148,primary,-37.20569779255329,174.82039358321518,5,11
1013,139300,694,primary,-36.8914808733714,174.75390253253133,5,11
1014,139800,208,primary,-36.9147129480857,174.73117892125964,5,11
1015,155100,334,primary,-36.952327916700206,174.88611918390083,5,11
1016,142400,834,primary,-36.87506091549472,174.819129808433,5,11
1017,150600,513,primary,-36.88648118671912,174.93062629933178,5,11
1018,170200,50,primary,-37.27532345172082,175.05765972277334,5,13
1019,170600,31,primary,-37.318217209098755,175.07386219246766,5,13
1020,125400,543,primary,-36.77538518558981,174.76186192651218,5,11
1021,142500,158,primary,-36.92790455386337,174.74597433052122,5,11
1022,136900,694,primary,-36.87644228375477,174.7566644459184,5,11
1023,150300,201,secondary,-36.9390954800027,174.84156286988338,8,15
1024,133600,476,primary,-36.8774219289746,174.73169658398427,5,11
1025,141900,260,primary,-36.87276125986003,174.825067848572,5,11
1026,140400,328,secondary,-36.90952668002865,174.74532338373578,11,13
1027,140400,697,primary,-36.910761932918504,174.74796469784482,5,11
1028,112000,30,primary,-36.312653828494085,175.49465132947458,5,13
1029,119500,602,secondary,-36.73369924561488,174.7449394688212,11,13
1030,164900,177,primary,-37.24297898007888,174.77493474493238,5,13
1031,119500,748,primary,-36.73295606876129,174.74594793292556,5,11
1032,149700,519,primary,-36.88925706143261,174.9116448280023,5,11
1033,135600,350,primary,-36.914301408787026,174.6801888951971,5,11
1034,138300,422,primary,-36.90745318460778,174.71213708588613,5,11
1035,138500,273,primary,-36.86999914976167,174.77422561695934,5,11
1036,150200,385,primary,-36.972962069954924,174.80204473464522,5,11
1037,127100,255,secondary,-36.79921723935958,174.74632220559133,11,13
