,area,max_students,sector,latitude,longitude,age_min,age_max
2351,322800,334,primary,-43.55368957366115,172.55200276052167,5,11
2352,329100,488,primary,-43.56092600552833,172.62773121044762,5,11
2353,321100,303,primary,-43.54695791223578,172.52924208725491,5,11
2354,331700,566,primary,-43.52690773311216,172.7327747056713,5,13
2355,335400,140,primary,-43.8085044257965,172.2523124482695,5,11
2356,315000,348,primary,-43.32112920370649,172.59979664015927,5,13
2357,326700,250,primary,-43.55754808938421,172.59695614964824,5,11
2358,335000,232,primary,-43.64449801762429,172.42505328107777,5,13
2359,322200,106,primary,-43.50733682114617,172.62833519022877,5,11
2360,323800,616,primary,-43.508087150988246,172.63519807276762,5,11
2361,342300,114,primary,-44.527779379579485,171.18832607440305,5,13
2362,314800,357,primary,-43.370245269870544,172.49563639733125,5,13
2363,331100,170,primary,-43.55026318958151,172.68615956285467,5,13
2364,319300,121,primary,-43.53389775030139,172.52572927477536,5,13
2365,328600,126,primary,-43.51195926420665,172.7056070161518,5,11
2366,338100,272,primary,-43.90079917324884,171.74606524349244,5,13
2367,339200,56,primary,-44.26168236727671,171.13129788577973,5,13
2368,342000,26,primary,-44.10440205101486,170.82725103865292,5,13
2369,331200,540,primary,-43.56510103245533,172.65661777273695,5,13
2370,325800,138,primary,-43.522940456996096,172.63881700034997,5,13
2371,311500,139,primary,-42.71551516511393,170.96539198012218,5,13
2372,321400,186,primary,-43.51155011907215,172.60420937350008,5,13
2373,310400,184,primary,-42.45215273836313,171.2112370613486,5,13
2374,342800,39,primary,-44.73111779607711,171.0529345951966,5,13
2375,316100,124,primary,-43.38452585860131,172.65381263290897,5,13
2376,329700,157,primary,-43.55930999343276,172.63832290585782,5,13
2377,324200,180,primary,-43.52970204067343,172.5929234331885,5,13
2378,332700,58,primary,-43.57457672599223,172.76260395910944,5,13
2379,332700,424,primary,-43.573081694396734,172.75991928849484,5,13
2380,311900,43,primary,-43.26273879299405,170.3609934716373,5,13
2381,336300,242,primary,-43.663058513678735,172.55072101352343,5,13
2382,335300,126,secondary,-43.62349850038981,172.38595233524427,8,15
2383,318100,360,primary,-43.55055890345057,172.47279429887197,5,13
2384,330600,414,primary,-43.566448179335644,172.63784108834133,5,11
2385,315200,177,primary,-43.33414998366985,172.6446692075334,5,13
2386,313100,73,primary,-43.29885203502719,172.07208490495213,5,13
2387,312200,34,primary,-42.65339186885445,173.04180038215364,5,11
2388,342600,78,primary,-44.79118689204067,170.92769329326757,5,13
2389,312400,42,primary,-42.969535583401225,172.70101620110148,5,13
2390,315400,472,primary,-43.315095222924754,172.6914102862296,5,13
2391,321400,397,primary,-43.5049682915042,172.6054310419307,5,11
2392,351000,613,secondary,-45.859503321965654,170.49034517069012,11,13
2393,340600,561,primary,-44.387484642023736,171.23797006979265,5,13
2394,342700,152,primary,-44.72896221621764,171.0393765368448,5,11
2395,342800,99,primary,-44.73600758382947,171.04715589289125,5,11
2396,312800,56,primary,-43.054142061660706,172.76170419559233,5,13
2397,329400,280,primary,-43.54911983463247,172.64772171016654,5,13
2398,335200,168,primary,-43.57057176896397,172.40253765316575,5,13
2399,313600,212,primary,-43.3492740375825,172.3597474405564,5,13
2400,334600,448,primary,-43.52177293862222,172.36913307804303,5,13
2401,328200,301,primary,-43.5598729408774,172.61037265085187,5,11
2402,320200,528,primary,-43.51198547401704,172.5697311889122,5,13
2403,324400,344,primary,-43.5364666844945,172.59770653055244,5,13
2404,337100,166,primary,-43.97919243074535,171.68329675180533,5,13
2405,333800,30,primary,-43.5157466754386,171.7135174493048,5,11
2406,338900,105,primary,-44.03511577408994,171.207580879684,5,11
2407,315300,381,primary,-43.325145356449,172.66505863470533,5,13
2408,316600,116,primary,-43.50966576484391,172.50271688096964,5,13
2409,351100,319,primary,-45.89310849828842,170.4175608318195,5,13
2410,345600,210,primary,-45.255377147084296,169.38972728527293,5,13
2411,355600,309,primary,-45.89497572645514,170.53503318773238,5,11
2412,344000,130,primary,-45.06124901650475,170.9680809890015,5,13
2413,352900,205,primary,-45.87253601546697,170.4945397274297,5,13
2414,344500,332,primary,-45.1064184199091,170.96193289500278,5,11
2415,352300,270,primary,-45.88883836639019,170.46678387729224,5,11
2416,356600,158,primary,-46.240154810154635,169.74295751144123,5,13
2417,352300,100,primary,-45.87666212678188,170.46678553325978,5,11
2418,355100,28,primary,-45.847626227783174,170.62425332411598,5,13
2419,350900,158,primary,-45.86758594883563,170.4598569353103,5,13
2420,356000,93,primary,-46.200551463078426,169.38072657152546,5,13
2421,356100,140,primary,-46.09452485229794,169.55065440332132,5,13
2422,354000,88,primary,-45.90367945856381,170.4537826725624,5,11
2423,345000,356,primary,-45.04433854326862,169.20383418009718,5,11
2424,352000,156,secondary,-45.854261142453005,170.521199103504,11,13
2425,343300,92,primary,-44.856069308024935,170.68612022806028,5,13
2426,350300,343,primary,-45.88928448837351,170.34716920927383,5,11
2427,350700,500,primary,-45.900607117851344,170.39066349321232,5,13
2428,344000,278,primary,-45.077971741398436,170.98314805777252,5,11
2429,343400,42,primary,-45.05006931770349,170.76978008126812,5,13
2430,352200,460,primary,-45.85780908332363,170.5122630321094,5,11
2431,345000,321,primary,-45.04321242437104,169.1857002703206,5,11
2432,354900,252,primary,-45.884263598685784,170.53374651928587,5,11
2433,352600,201,primary,-45.904242054710004,170.4288014429677,5,13
2434,350400,42,primary,-45.85656948763912,170.46584819947896,5,11
2435,343700,56,primary,-45.32569585567035,170.81543413305775,5,13
2436,347200,261,primary,-44.652264835868834,169.28996283036977,5,11
2437,355800,74,primary,-45.83849749230689,169.27296535469213,5,11
2438,351600,315,primary,-45.86559604829669,170.49105255667277,5,11
2439,356800,110,primary,-46.28046084770653,169.85269055370338,5,13
2440,344300,54,primary,-45.18694309252646,170.89245506871956,5,13
2441,349000,32,primary,-45.78208553926477,170.0977572492674,5,13
2442,355000,158,primary,-45.86992986137939,170.59821051623535,5,11
2443,343600,30,primary,-45.38086969803612,170.42847877106118,5,13
2444,344300,60,primary,-45.16761040743733,170.83434075853657,5,13
2445,351500,242,primary,-45.857243950092055,170.50025647719625,5,11
2446,345800,30,primary,-45.65966105498291,169.4100945253301,5,13
2447,356400,133,primary,-46.11316707285176,169.96263192131786,5,11
2448,352300,302,primary,-45.88230912316204,170.47476509768615,5,11
2449,359600,44,primary,-46.009557238050576,168.91926518814387,5,13
2450,349900,324,primary,-45.879903224490924,170.3451672986508,5,11
2451,355500,162,primary,-45.90328141996859,170.5149132934029,5,11
2452,351700,252,primary,-45.849529417425735,170.5314365053464,5,11
2453,344000,204,secondary,-45.075121095225136,170.98528763305362,11,13
2454,344200,92,primary,-45.09144431648917,170.97161424082356,5,11
2455,345100,69,primary,-45.09087649206723,169.6028343212961,5,13
2456,353000,172,primary,-45.85404058122535,170.53303928182723,5,11
2457,349300,175,primary,-45.861509227141354,170.22888131881123,5,13
2458,344700,106,primary,-45.48075493177191,170.71953805073292,5,11
2459,343500,117,primary,-44.99010196674573,170.978886054505,5,13
2460,351300,42,primary,-45.84618818471683,170.51787934034868,5,11
2461,345100,37,primary,-45.136643325979726,169.69803864187287,5,13
2462,352700,121,primary,-45.820876820424616,170.61720954884748,5,13
2463,355100,54,primary,-45.838801161896534,170.6564433546919,5,13
2464,352700,12,primary,-45.77246426514749,170.63151540141996,5,13
2465,356500,86,primary,-46.34577303492983,169.7092937705055,5,13
2466,356500,298,primary,-46.245825083471104,169.7244381076905,5,13
2467,352000,39,primary,-45.853131690517436,170.520934349087,5,11
2468,354200,50,secondary,-45.89905117939308,170.4826024497175,8,15
2469,351800,129,primary,-45.819676025314834,170.6012300122222,5,11
2470,354200,174,primary,-45.90023954249668,170.4844828665975,5,11
2471,355700,79,primary,-45.897912866055826,170.52832752623286,5,11
2472,353500,124,primary,-45.888854800736596,170.4760200907595,5,11
2473,345500,145,primary,-45.249188192203256,169.39577946691242,5,13
2474,345700,60,primary,-45.133874327259974,170.09706193301176,5,13
2475,344200,156,primary,-45.092497546870035,170.9712188169427,5,13
2476,356500,60,primary,-46.24056534016723,169.73736501376098,5,13
2477,352900,166,primary,-45.87600968978942,170.49717166381262,5,11
2478,352700,9,primary,-45.82064841081143,170.62116761462704,5,13
2479,353600,32,primary,-45.84636460840996,170.57796909835994,5,11
2480,351000,42,primary,-45.86123849758355,170.48016167329416,5,11
2481,356400,76,primary,-46.125121761073295,169.96172913270777,5,11
2482,350000,146,primary,-45.8811166476833,170.35486017540407,5,13
2483,351100,75,primary,-45.903755810124316,170.4248965628365,5,13
2484,354600,434,primary,-45.90793290188274,170.49326662236757,5,11
2485,356700,34,primary,-46.2483240841338,169.77985735371408,5,13
2486,349000,51,primary,-45.505419578796904,170.11910080573918,5,13
2487,356300,10,primary,-46.51079519610181,169.3880571453643,5,13
2488,355500,686,secondary,-45.9032252303435,170.51769600724404,11,13
2489,356200,3,primary,-46.07181300873351,170.19512293757938,5,13
2490,355700,313,primary,-45.902768507863,170.52501530652438,5,11
2491,355800,93,primary,-45.941138288181094,169.25964568348988,5,11
2492,344800,10,primary,-44.837872013571996,169.41293341234447,5,13
2493,345500,378,primary,-45.24295266597583,169.3882882612587,5,13
2494,356400,34,primary,-46.131723432278505,169.97139498540378,5,11
2495,344300,60,primary,-45.120143803644076,170.8970524137979,5,13
2496,358300,213,primary,-46.064841894920356,168.32943683317274,5,13
2497,356200,42,primary,-46.02145062344617,170.09990347328826,5,13
2498,359600,10,primary,-46.007546680609885,169.15351907944296,5,11
2499,349200,109,primary,-45.59573511714226,170.6734826266028,5,11
2500,355900,15,primary,-45.98667702999269,169.75892347440634,5,11
2501,349500,108,primary,-45.75490840836348,170.57184985440188,5,13
2502,356000,28,primary,-46.216436193235666,169.4894006392106,5,13
2503,351000,315,primary,-45.85648193422581,170.48038349383006,5,11
2504,356500,57,primary,-46.26953541557594,169.6227660580577,5,13
2505,349500,57,primary,-45.709072952639346,170.5965709999852,5,13
2506,343800,278,primary,-45.07777970920385,170.9188571409496,5,13
2507,347900,552,primary,-44.948610840870074,168.8397139236356,5,13
2508,358200,86,primary,-45.8422966346303,168.58622108384793,5,11
2509,358600,38,primary,-46.148914798143316,168.42341512077257,5,13
2510,357900,91,primary,-46.05183828484544,167.712893763302,5,13
2511,360000,112,primary,-46.09108414445793,168.9608985256412,5,11
2512,359100,174,primary,-46.31243407969572,168.78222739701462,5,11
2513,357700,42,primary,-45.46430223946153,168.68916767613428,5,13
2514,359500,13,primary,-46.40103645971547,168.84962841593205,5,11
2515,346000,33,primary,-44.850680230384334,168.3870505914363,5,13
2516,359800,198,primary,-46.09609134403986,168.9394706374306,5,11
2517,359400,38,primary,-46.47366959714438,168.70015844124612,5,13
2518,359300,34,primary,-46.89876803947674,168.1281509902848,5,13
2519,358400,46,primary,-46.07781416838405,168.15402745951886,5,13
2520,361600,151,primary,-46.41125867750236,168.35770280329362,5,11
2521,361200,348,primary,-46.39369427699215,168.36689266693105,5,11
2522,358700,105,primary,-46.206013118989915,168.33552096115753,5,13
2523,360200,100,secondary,-46.11093420570647,168.93315681874606,11,13
2524,358200,92,primary,-45.741187206576676,168.4490448912614,5,11
2525,360700,154,primary,-46.33023630048331,168.3483114095293,5,11
2526,360400,133,primary,-46.19255087696457,168.86248277194065,5,11
2527,357700,44,primary,-45.66836596803533,168.238441478637,5,11
2528,360800,172,primary,-46.37320306993862,168.41850164988756,5,11
2529,358400,170,primary,-46.140204652736216,167.9930389657862,5,13
2530,360000,63,primary,-46.09797341732908,169.0946288922643,5,11
2531,348100,703,primary,-45.02794879139581,168.65858088516194,5,13
2532,362300,121,primary,-46.400280468559075,168.50144367825024,5,13
2533,358200,132,primary,-45.90081111681458,168.73890021897313,5,13
2534,358800,150,primary,-46.35221978127835,168.01941206232172,5,11
2535,360600,109,secondary,-46.37694972897172,168.34592106584128,8,15
2536,360700,99,primary,-46.370453470762946,168.34934163086774,5,11
2537,361400,339,primary,-46.38732360708685,168.3751211723591,5,11
2538,348200,152,primary,-45.031134617273594,168.66557504647648,5,13
2539,362000,171,primary,-46.41615811412509,168.3527018084581,5,13
2540,360200,224,primary,-46.10243111370478,168.93955354511175,5,11
2541,358000,31,primary,-45.97099134990696,168.03545322827722,5,13
2542,362700,319,primary,-46.42632761980207,168.3766584155651,5,11
2543,363300,27,primary,-46.599774401688066,168.33498445883058,5,13
2544,361500,288,primary,-46.398983795970736,168.37164856680764,5,11
2545,358600,115,primary,-46.15052189498619,168.32755449525104,5,13
2546,362800,129,primary,-46.44591071403235,168.4002950316497,5,11
2547,359500,79,primary,-46.56301844989605,168.94722566278028,5,13
2548,360400,30,primary,-46.2521516371827,168.85618287835194,5,11
2549,358900,62,primary,-46.296477036785056,168.25219176166024,5,13
2550,361100,355,primary,-46.395733148009526,168.35416140500536,5,11
2551,358200,14,primary,-45.72333747208953,168.84829795364263,5,13
2552,359600,66,primary,-45.92657079625706,169.01660421022999,5,13
2553,358900,57,primary,-46.332604893808686,168.29023567597523,5,11
2554,361500,270,primary,-46.39611580345356,168.38444150720417,5,11
2555,359900,223,primary,-46.10835258607114,168.9274917294334,5,11
2556,358600,316,primary,-46.147345760134705,168.3270174004633,5,13
2557,359000,108,primary,-46.35928408128414,168.55840630462313,5,13
2558,359100,141,primary,-46.32393810762726,168.8428786977371,5,11
2559,138100,72,primary,-36.88824103503237,174.74581744608548,5,13
2560,230500,117,primary,-40.34940549929266,175.62153578163102,5,13
2561,255700,220,primary,-40.95867647414719,175.63943319430578,5,13
2562,181200,57,primary,-37.807087515980065,175.33794460330753,5,13
2563,214400,37,primary,-39.526089861465664,176.86626166830544,5,13
2564,211500,219,primary,-39.66782196358955,176.8903508237411,5,13
2565,352900,0,secondary,-45.87144770556836,170.4966045014989,14,17
2566,212400,44,secondary,-39.50280656065483,176.8454017118834,5,19
2567,226700,170,primary,-40.06408844852921,175.3612295072434,5,13
2568,360700,82,primary,-46.37529191678912,168.34757306828178,5,13
2569,141000,663,primary,-36.878557421858616,174.79322599444927,5,13
2570,351300,104,primary,-45.847227657330855,170.51289669003629,5,13
2571,331100,55,primary,-43.546699706731715,172.68954547947772,5,13
2572,322400,481,primary,-43.52135432972038,172.5882141571601,5,13
2573,117000,28,primary,-36.798373631091785,174.61131998926757,5,13
2574,254100,25,primary,-41.30630988241409,174.82509119753286,5,13
2575,305300,58,secondary,-41.27875230929468,173.2825509998874,11,13
2576,218300,61,primary,-39.084701191573544,174.09151256701236,5,13
2577,180400,154,primary,-37.82239877840044,175.2693049683978,5,13
2578,230600,103,primary,-40.36119404856207,175.60787905640024,5,11
2579,201200,51,primary,-38.150763129686155,176.25313538396307,5,13
2580,225000,170,primary,-39.9287428695046,175.03170911093645,5,13
2581,361300,139,primary,-46.39831926299152,168.34851539048407,5,13
2582,314600,176,primary,-43.30790477838196,172.59533643557765,5,13
2583,244700,0,secondary,-41.22235522066886,174.894761828843,14,17
2584,140500,564,primary,-36.863924291388834,174.80337869819706,5,13
2585,252400,276,primary,-41.30141069238321,174.78219516185374,5,13
2586,330900,270,primary,-43.552347619475974,172.66106555164163,5,13
2587,326600,136,primary,-43.53470175470796,172.63293838084417,5,13
2588,323000,295,primary,-43.516800906235225,172.62365347065824,5,13
2589,157000,390,primary,-36.983991486985346,174.8744840589073,5,13
2590,179600,763,primary,-37.77388704050524,175.29855925121262,5,13
2591,111700,328,primary,-36.42820847083932,174.72332007241468,5,11
2592,193500,120,primary,-37.7127870927415,176.1131562157037,5,13
2593,216800,127,secondary,-39.07281560579398,174.03584983318294,5,19
2594,339300,91,primary,-44.171730525139495,171.28162808626465,5,13
2595,246700,302,primary,-41.27814446232295,174.9071792140421,5,13
2596,239900,93,primary,-41.14912405267925,174.8312731756609,5,13
2597,127500,55,primary,-36.89234908556897,174.62839923592261,5,13
2598,106400,37,primary,-35.69583425429426,174.3074947834172,5,13
2599,159200,54,secondary,-37.014017052721684,174.87189594359484,8,15
2600,119600,9,secondary,-36.82788276043556,174.59748248149458,8,15
2601,242200,666,secondary,-41.14033829097217,175.03684980321378,11,19
2602,226000,98,primary,-39.946806748590646,175.04945935447336,5,13
2603,115900,123,secondary,-36.77048728723184,174.59268003481006,5,19
2604,154400,75,primary,-36.95577923819665,174.87704242207727,5,13
2605,134200,128,secondary,-36.88820221184742,174.7260578545703,5,19
2606,148500,279,secondary,-36.964565998312125,174.796977206711,5,19
2607,230300,112,primary,-40.32761955190419,175.64574417813066,5,13
2608,236500,103,secondary,-40.74876292228449,175.1378237550035,5,19
2609,329900,159,secondary,-43.55098683365627,172.65665083073156,5,19
2610,362400,220,secondary,-46.41612972581809,168.39313412753106,5,19
2611,205000,24,primary,-38.12714981187137,178.31542438959107,5,13
2612,220700,4,primary,-39.44911111626276,173.84943029398536,5,13
2613,233300,85,secondary,-40.221557236509476,176.0885473698311,5,19
2614,103500,271,secondary,-35.40063907279738,173.8039683291457,5,19
2615,144700,123,secondary,-36.87319801437469,174.86122364698733,5,19
2616,158700,72,primary,-37.025311727711546,174.85998386133602,5,13
2617,188600,210,secondary,-38.680567142686606,176.0745708852519,5,19
2618,130400,0,secondary,-36.848641680968825,174.7307675456094,14,17
2619,200300,0,secondary,-38.141099472613504,176.2433100781418,14,17
2620,361300,0,secondary,-46.40039854497158,168.34839340375405,14,17
2621,163200,0,secondary,-37.065667343154466,174.94539390702604,14,17
2622,231200,0,secondary,-40.36828648812727,175.60650057838222,14,17
2623,210700,0,secondary,-39.64607671768759,176.8396933313485,14,17
2624,215200,0,secondary,-39.51095034004401,176.91522841575028,14,17
2625,206400,0,secondary,-38.658709521259425,178.0210705126365,14,17
2626,218200,0,secondary,-39.08825947321893,174.06115440971024,14,17
2627,240500,0,secondary,-41.14317209393545,174.84235428421474,14,17
2628,250200,0,secondary,-41.25854171799893,174.7890398798114,14,17
2629,159500,384,primary,-37.03563405765494,174.8609163353255,5,11
2630,197000,795,primary,-37.69330845141979,176.2600518963121,5,11
2631,153800,543,secondary,-36.91256440152083,174.93836247472925,11,13
2632,161000,686,primary,-37.02231200312001,174.91672437765936,5,13
2633,115100,1558,secondary,-36.63110554644588,174.7459255301447,11,19
2634,348400,602,primary,-45.02294105664457,168.73175769609787,5,13
2635,120200,898,primary,-36.79320491404488,174.66302450846493,5,13
2636,115700,577,primary,-36.610977810111095,174.80008761182646,5,11
2637,154700,758,primary,-36.926917421239565,174.9211598220737,5,11
2638,148700,284,primary,-36.790533832609924,175.05274937751463,5,13
2639,161000,996,secondary,-37.01923164873424,174.91789737273186,14,19
2640,155400,1671,secondary,-36.934703418627855,174.91702195809827,14,19
2641,117800,446,primary,-36.72670303393387,174.71869554369047,5,11
2642,126100,668,primary,-36.8753103885457,174.61142579098697,5,11
2643,140200,403,primary,-36.88499919476139,174.76990085487145,5,13
2644,197200,717,primary,-37.705679997542916,176.28863685170242,5,11
2645,175800,487,primary,-37.73177406806428,175.25368143700663,5,11
2646,196600,501,primary,-37.733862196608484,176.18245410102477,5,11
2647,117600,620,primary,-36.716674464746,174.71765230517798,5,11
2648,159300,604,primary,-37.00530255933694,174.9178375935188,5,13
2649,119100,518,primary,-36.76261575632136,174.68627633108414,5,11
2650,156100,774,primary,-36.94901424820957,174.91481925911265,5,11
2651,156900,732,primary,-36.956053326102925,174.9123966259818,5,11
2652,193000,231,secondary,-37.69018576055823,176.11204564608923,11,19
2653,197300,1573,secondary,-37.71217305618741,176.30219596528036,11,19
2654,335300,526,primary,-43.62353388941229,172.3866183157871,5,13
2655,306100,496,secondary,-41.33500548469133,173.20580589470805,14,19
2656,119700,87,secondary,-36.74289608347778,174.7323226337896,5,19
2657,176700,828,primary,-37.73257972252631,175.27749273064003,5,11
2658,244300,488,primary,-41.211621391528226,174.9062599959928,5,13
2659,320100,160,secondary,-43.49983193648078,172.59809307385362,8,15
2660,120200,644,secondary,-36.794527964233126,174.65473352400983,14,19
2661,161100,464,primary,-37.05057082810972,174.87698906060749,5,13
2662,335100,780,primary,-43.606798812170716,172.38109719823194,5,13
2663,148100,2077,secondary,-36.90783919878777,174.8756433098265,11,19
2664,225000,418,secondary,-39.928567818674225,175.03660489887662,14,19
2665,129000,259,secondary,-36.906099594688435,174.63146448522343,5,19
2666,323200,1168,secondary,-43.52470358451536,172.61031830419057,14,19
2667,186000,246,secondary,-38.044101463753655,175.77465888374863,5,19
2668,107000,138,secondary,-35.730949709811085,174.31461408206516,8,15
2669,102100,62,primary,-35.45726277120483,173.52446949781145,5,13
2670,107000,206,secondary,-35.730491997976834,174.31595310851466,5,19
2671,311100,0,secondary,-42.605040519935,171.70292198651896,5,19
2672,205700,224,secondary,-38.64271676988891,177.9980473715024,5,19
2673,215200,1072,secondary,-39.51431499801623,176.91524298524925,14,19
2674,133500,352,primary,-36.862824021100806,174.7516273940932,5,11
2675,204900,72,secondary,-37.89173397670199,178.323331305796,5,19
2676,229600,2073,secondary,-40.3475134207751,175.60804886899396,14,19
2677,250900,693,secondary,-41.27549025465235,174.77565002047245,14,19
2678,157300,1051,secondary,-36.959138749893356,174.9061183098692,11,19
2679,156000,400,primary,-36.96052115118955,174.9047565952491,5,11
2680,154400,452,primary,-36.95012260816352,174.87669253557567,5,11
2681,175600,601,secondary,-37.71519957601893,175.2623002109772,15,19
2682,175600,1095,secondary,-37.71595408869216,175.26507308167666,11,14
