oareas,f A,f B,f C,f D,f E,f F,f G,f H,f I,f J,f K,f L,f M,f N,f O,f P,f Q,f R,f S,m A,m B,m C,m D,m E,m F,m G,m H,m I,m J,m K,m L,m M,m N,m O,m P,m Q,m R,m S
173100,124,0,2,0,15,4,2,19,0,0,0,4,4,4,0,73,13,17,2,254,0,6,0,89,8,1,10,0,0,0,4,3,4,0,24,3,17,2
173200,16,0,20,0,34,9,16,49,59,9,2,10,63,103,0,136,341,4,40,32,0,57,0,203,19,12,27,178,11,1,10,55,106,0,46,79,4,43
173300,119,0,18,0,24,9,23,49,4,0,0,4,18,12,0,36,28,2,16,244,0,51,0,143,19,18,27,12,0,0,4,16,12,0,12,6,2,18
173400,124,2,6,0,17,5,27,0,1,0,0,17,14,4,0,18,125,12,12,254,14,18,0,101,11,21,0,3,0,0,17,13,4,0,6,29,12,13
173500,64,0,6,0,3,0,2,5,4,0,0,6,0,2,0,21,0,2,4,131,0,18,0,17,0,1,2,12,0,0,6,0,2,0,7,0,2,4
173600,92,0,6,0,0,0,0,0,0,0,0,4,0,4,0,26,3,0,2,188,0,18,0,3,0,0,0,0,0,0,4,0,4,0,8,0,0,2
173700,82,0,244,6,8,1,4,0,31,0,0,2,0,2,0,47,0,0,6,169,0,694,14,47,2,3,0,94,0,0,2,0,2,0,16,0,0,6
173800,105,0,23,0,9,0,11,13,1,0,0,8,8,0,0,26,0,2,14,216,0,67,0,53,0,9,7,3,0,0,8,7,0,0,8,0,2,15
173900,0,0,21,0,15,0,43,8,4,0,2,0,6,27,11,272,113,8,10,0,0,62,0,89,0,33,4,12,0,1,0,5,28,9,92,26,8,10
174000,9,0,197,0,36,144,426,163,63,7,92,35,156,31,48,47,96,8,142,18,0,559,0,215,304,330,88,189,9,61,34,137,32,42,16,22,8,152
174100,41,0,23,9,16,24,110,59,2,3,7,4,59,4,90,68,56,21,30,84,0,67,20,95,52,85,32,6,4,5,4,52,4,78,23,13,20,32
174200,1,0,219,0,6,0,0,2,4,0,2,6,4,2,13,104,136,4,2,2,0,622,0,35,0,0,1,12,0,1,6,3,2,11,35,31,4,2
174300,73,0,3,5,13,0,0,16,2,0,0,0,0,0,9,0,10,0,6,150,3,9,11,77,0,0,8,6,0,0,0,0,0,7,0,2,0,6
174400,55,0,511,0,3,0,2,0,35,0,0,6,0,12,0,36,0,0,2,113,0,1451,0,17,0,1,0,105,0,0,6,0,12,0,12,0,0,2
174500,110,0,1,4,11,18,0,0,1,0,0,4,0,0,0,26,6,0,6,226,0,3,8,65,38,0,0,3,0,0,4,0,0,0,8,1,0,6
174600,55,0,62,6,20,2,7,31,66,1,2,4,4,0,0,6,28,0,10,113,0,176,14,119,5,5,17,199,2,1,4,3,0,0,2,6,0,10
174700,82,0,18,0,1,0,0,45,0,0,0,0,0,4,0,0,0,4,2,169,0,51,0,10,0,0,24,0,0,0,0,0,4,0,0,0,4,2
174800,133,2,54,0,3,6,2,19,0,0,0,4,0,48,0,18,0,35,2,273,18,155,0,21,14,1,10,0,0,0,4,0,49,0,6,0,34,2
174900,6,16,80,0,57,94,363,108,42,0,12,10,59,2,4,3,238,17,61,14,109,228,0,335,199,281,59,126,0,8,10,52,2,3,1,55,17,65
175000,50,0,25,0,52,27,166,154,17,18,41,14,171,27,26,303,125,46,50,103,0,72,0,311,57,128,84,52,23,28,13,151,28,22,103,29,44,54
175100,73,0,3,0,3,4,0,0,3,0,0,0,2,0,0,9,0,0,6,150,0,9,0,21,8,0,0,9,0,0,0,1,0,0,3,0,0,6
175300,1,0,10,2,14,1,31,99,7,1,2,8,6,8,2,57,79,4,4,2,0,31,5,83,2,24,54,22,2,1,8,5,8,1,19,18,4,4
175400,1,0,5,0,3,0,0,0,0,0,0,2,4,0,6,0,28,0,0,2,0,15,0,21,0,0,0,0,0,0,2,3,0,5,0,6,0,0
175500,0,0,7,0,28,11,35,45,8,0,2,4,37,0,0,9,136,4,14,0,0,20,0,167,23,27,24,26,0,1,4,32,0,0,3,31,4,15
175600,0,0,5,0,10,0,75,36,0,1,0,0,15,12,0,292,125,4,2,0,0,15,0,59,0,58,19,0,2,0,0,13,12,0,99,29,4,2
175700,0,0,2,0,5,0,4,10,2,0,0,0,4,17,4,47,13,0,23,0,0,6,0,29,0,3,5,6,0,0,0,3,17,3,16,3,0,25
175800,8,0,4,0,11,2,31,19,17,1,0,2,13,31,0,57,34,4,16,16,0,12,0,65,5,24,10,52,2,0,2,11,32,0,19,7,4,18
175900,0,0,7,2,26,0,260,154,4,0,5,14,18,20,0,31,170,4,37,0,0,21,5,155,0,201,84,12,0,3,14,16,21,0,10,39,4,39
176000,0,0,4,5,8,1,4,5,0,0,0,2,11,14,0,78,3,2,4,0,0,12,11,47,2,3,2,0,0,0,2,9,14,0,26,0,2,4
176100,0,0,16,0,24,0,118,77,5,0,2,6,18,37,2,62,39,6,12,0,0,46,0,143,0,91,42,15,0,1,6,16,39,1,21,9,6,13
176200,0,0,6,0,30,4,71,245,5,0,2,8,29,24,0,136,68,0,12,0,0,18,0,179,8,55,133,15,0,1,8,26,24,0,46,15,0,13
176400,0,0,0,0,5,4,23,40,3,0,0,2,6,17,0,52,0,4,4,0,0,0,0,29,8,18,22,9,0,0,2,5,17,0,17,0,4,4
176500,0,0,1,0,7,9,19,40,1,7,2,4,82,17,0,177,159,10,13,0,0,3,0,41,19,15,22,3,9,1,4,72,17,0,60,37,10,14
176600,0,0,0,0,11,0,23,31,0,0,2,8,44,0,0,57,3,0,4,0,0,0,0,65,0,18,17,0,0,1,8,39,0,0,19,0,0,4
176700,2,0,2,0,5,0,9,16,0,0,0,4,8,0,0,41,34,6,14,5,0,6,0,29,0,7,8,0,0,0,4,7,0,0,14,7,6,15
176800,0,0,1,0,4,0,7,2,1,0,0,0,2,14,0,47,6,0,8,0,0,3,0,23,0,5,1,3,0,0,0,1,14,0,16,1,0,8
176900,0,0,6,1,24,1,19,18,2,0,5,2,8,0,0,3,20,2,8,0,0,18,2,143,2,15,9,6,0,3,2,7,0,0,1,4,2,8
177000,13,0,6,0,12,1,11,19,3,0,0,4,4,2,0,0,10,12,23,28,0,18,0,71,2,9,10,9,0,0,4,3,2,0,0,2,12,25
177100,0,0,1,0,26,4,2,5,3,0,0,2,6,12,0,18,0,2,2,0,0,3,0,155,8,1,2,9,0,0,2,5,12,0,6,0,2,2
177200,2,0,2,0,7,0,59,31,3,0,2,0,8,151,4,261,10,0,20,5,0,6,0,41,0,45,17,9,0,1,0,7,156,3,89,2,0,21
177300,4,0,4,0,7,2,411,127,2,30,46,4,2,6,0,57,108,6,50,8,0,12,0,41,5,318,69,6,39,30,4,1,6,0,19,25,6,54
177400,0,0,3,0,12,4,4,13,14,0,0,6,4,4,0,68,39,106,10,0,0,9,0,71,8,3,7,42,0,0,6,3,4,0,23,9,103,10
177500,0,0,1,0,3,0,9,2,0,0,2,2,11,6,0,115,6,17,0,0,0,3,0,21,0,7,1,0,0,1,2,9,6,0,39,1,17,0
177600,0,0,3,0,10,6,23,8,2,0,5,2,15,2,0,47,136,0,4,0,0,9,0,59,14,18,4,6,0,3,2,13,2,0,16,31,0,4
177700,0,0,9,0,19,1,4,54,0,5,10,17,44,41,2,554,34,4,8,0,0,25,0,113,2,3,29,0,7,6,17,39,42,1,188,7,4,8
177800,0,0,5,0,3,0,23,59,0,0,0,0,4,0,11,261,79,21,20,0,0,15,0,21,0,18,32,0,0,0,0,3,0,9,89,18,20,21
177900,0,0,4,0,20,2,9,16,2,0,0,0,13,17,0,136,159,8,20,0,0,12,0,119,5,7,8,6,0,0,0,11,17,0,46,37,8,21
178000,13,0,4,0,28,1,23,27,0,1,0,2,2,8,0,68,108,0,23,28,0,12,0,167,2,18,14,0,2,0,2,1,8,0,23,25,0,25
178100,0,0,7,0,11,0,213,63,5,11,0,4,26,4,26,12,73,0,8,0,0,21,0,65,0,165,34,15,14,0,4,22,4,22,4,17,0,8
178200,0,0,1,0,7,0,35,27,0,0,0,0,37,0,0,73,136,2,12,0,0,3,0,41,0,27,14,0,0,0,0,32,0,0,24,31,2,13
178300,1,0,2,0,4,1,19,199,15,5,17,0,63,27,0,73,170,28,81,2,0,6,0,23,2,15,108,47,7,11,0,55,28,0,24,39,27,86
178400,0,0,1,0,8,0,0,0,0,0,0,0,15,2,0,62,193,0,10,0,0,3,0,47,0,0,0,0,0,0,0,13,2,0,21,45,0,10
178500,0,0,0,0,11,1,0,2,1,0,2,2,6,8,0,15,90,0,6,0,0,0,0,65,2,0,1,3,0,1,2,5,8,0,5,21,0,6
178600,0,0,0,0,5,0,39,2,0,0,0,0,0,0,26,9,0,2,16,0,0,0,0,29,0,30,1,0,0,0,0,0,0,22,3,0,2,18
178700,0,0,0,0,4,1,0,13,3,0,0,0,2,2,0,136,10,2,2,0,0,0,0,23,2,0,7,9,0,0,0,1,2,0,46,2,2,2
178800,6,0,0,0,3,0,7,10,0,0,0,0,2,4,0,41,0,4,0,14,0,0,0,21,0,5,5,0,0,0,0,1,4,0,14,0,4,0
178900,13,0,1078,22,498,518,869,372,266,18,79,92,969,862,563,167,2673,135,488,28,0,3058,47,2936,1093,672,202,799,23,53,89,853,890,488,56,622,131,521
179100,0,0,1,0,9,0,39,172,1,0,0,2,6,234,30,62,73,2,16,0,0,3,0,53,0,30,93,3,0,0,2,5,242,26,21,17,2,18
179200,69,0,54,0,1,99,11,49,14,1,0,39,678,34,45,1987,108,28,50,141,0,155,0,7,209,9,27,42,2,0,37,597,35,39,676,25,27,54
179300,0,0,6,0,13,5,23,59,0,0,0,57,18,10,0,94,250,2,108,0,0,18,0,77,11,18,32,0,0,0,55,16,10,0,32,58,2,115
179400,16,0,40,263,93,54,1185,1226,4,269,1049,107,1864,475,2178,972,1876,292,183,32,3,114,564,551,114,917,667,12,347,703,103,1641,491,1888,331,437,282,195
179500,11,2,4,0,14,11,31,136,1,7,46,2,186,124,11,209,659,53,27,23,18,12,0,83,23,24,74,3,9,30,2,164,128,9,71,153,51,28
179600,1,0,2,0,46,2,205,136,0,0,0,8,26,6,0,418,272,17,16,2,0,6,0,275,5,159,74,0,0,0,8,22,6,0,142,63,17,18
179700,29,0,43,0,13,18,134,299,2,5,0,17,208,110,105,481,1592,6,37,61,0,124,0,77,38,103,163,6,7,0,17,183,114,91,163,370,6,39
179800,18,0,10,0,1,2,4,10,0,0,0,8,201,234,9,94,8644,4,16,37,0,31,0,7,5,3,5,0,0,0,8,177,242,7,32,2013,4,18
179900,0,0,2,0,0,0,79,49,1,0,0,0,6,20,9,3,34,0,14,0,0,6,0,3,0,61,27,3,0,0,0,5,21,7,1,7,0,15
180000,0,0,0,0,14,0,7,10,12,0,0,0,2,6,0,12,284,2,14,0,0,0,0,83,0,5,5,36,0,0,0,1,6,0,4,66,2,15
180100,0,0,12,0,7,0,7,59,1,0,0,0,2,10,0,3,170,0,67,0,0,36,0,41,0,5,32,3,0,0,0,1,10,0,1,39,0,72
180200,1,0,1,0,19,0,16,86,3,1,2,14,67,17,13,78,136,2,23,2,0,3,0,113,0,12,46,9,2,1,14,59,17,11,26,31,2,25
180300,0,0,6,0,6,0,27,10,0,0,0,4,2,17,0,198,62,0,6,0,0,18,0,35,0,21,5,0,0,0,4,1,17,0,67,14,0,6
180400,1,0,14,0,2,0,0,31,3,1,0,0,18,2,0,68,13,2,4,2,0,41,0,14,0,0,17,9,2,0,0,16,2,0,23,3,2,4
180500,0,0,1,0,5,0,7,2,1,0,0,0,4,0,0,18,3,0,8,0,0,3,0,29,0,5,1,3,0,0,0,3,0,0,6,0,0,8
180600,0,0,3,0,2,0,23,290,0,0,0,2,11,14,0,209,45,0,6,0,0,9,0,14,0,18,158,0,0,0,2,9,14,0,71,10,0,6
180700,32,0,2,0,12,0,55,13,2,21,0,0,6,51,0,15,68,0,10,65,0,6,0,71,0,42,7,6,27,0,0,5,53,0,5,15,0,10
180800,0,0,4,5,8,0,14,27,0,0,0,0,13,2,0,240,0,0,4,0,0,12,11,47,0,11,14,0,0,0,0,11,2,0,81,0,0,4
180900,0,0,0,0,7,2,4,2,0,0,0,0,0,2,0,57,0,0,6,0,0,0,0,41,5,3,1,0,0,0,0,0,2,0,19,0,0,6
181000,0,0,4,0,6,0,94,16,0,5,0,6,18,0,15,136,34,0,2,0,0,12,0,35,0,73,8,0,7,0,6,16,0,13,46,7,0,2
181100,0,0,4,4,6,0,7,8,3,0,0,0,6,10,0,21,85,0,4,0,0,12,8,35,0,5,4,9,0,0,0,5,10,0,7,19,0,4
181200,59,0,87,0,50,5,158,77,5,0,0,2,238,0,0,136,398,6,54,122,0,248,0,299,11,122,42,15,0,0,2,210,0,0,46,92,6,57
181400,41,0,0,0,12,1,0,8,1,0,0,6,11,0,0,26,3,2,6,84,0,0,0,71,2,0,4,3,0,0,6,9,0,0,8,0,2,6
181500,64,0,5,0,30,2,4,19,3,0,2,8,2,6,0,52,10,2,2,131,0,15,0,179,5,3,10,9,0,1,8,1,6,0,17,2,2,2
181600,59,0,182,4,20,45,27,45,38,0,0,10,96,8,48,104,23,0,10,122,0,518,8,119,95,21,24,115,0,0,10,85,8,42,35,5,0,10
181700,43,0,0,0,16,0,19,0,0,0,0,2,13,2,0,18,0,2,2,89,0,0,0,95,0,15,0,0,0,0,2,11,2,0,6,0,2,2
181800,138,0,21,1,8,1,4,49,3,0,0,6,0,17,0,41,73,28,4,282,0,62,2,47,2,3,27,9,0,0,6,0,17,0,14,17,27,4
181900,18,0,5,0,7,1,14,27,2,0,0,10,13,0,0,36,34,0,2,37,0,15,0,41,2,11,14,6,0,0,10,11,0,0,12,7,0,2
182000,46,0,3,0,1,9,27,0,1,5,2,0,13,6,0,18,0,42,10,94,0,9,0,10,19,21,0,3,7,1,0,11,6,0,6,0,41,10
182100,78,0,0,0,15,1,2,8,3,0,0,4,13,0,0,18,0,4,4,160,0,0,0,89,2,1,4,9,0,0,4,11,0,0,6,0,4,4
182200,161,0,1,0,9,29,4,0,1,0,0,0,2,0,0,0,6,0,6,329,0,3,0,53,61,3,0,3,0,0,0,1,0,0,0,1,0,6
182300,9,0,34,6,3,31,2,0,2,1,2,6,2,6,0,41,0,2,2,18,3,98,14,21,66,1,0,6,2,1,6,1,6,0,14,0,2,2
182500,105,5,3,8,14,2,9,31,5,0,15,6,15,8,0,21,13,0,8,216,36,9,17,83,5,7,17,15,0,10,6,13,8,0,7,3,0,8
182600,8,0,10,0,15,0,14,5,5,0,0,2,4,0,0,209,13,4,14,16,0,31,0,89,0,11,2,15,0,0,2,3,0,0,71,3,4,15
182700,1,0,2,0,14,31,14,118,0,1,5,2,6,0,0,68,170,21,8,2,0,6,0,83,66,11,64,0,2,3,2,5,0,0,23,39,20,8
182800,18,0,3,4,20,0,4,13,0,0,0,2,26,10,18,47,56,6,4,37,0,9,8,119,0,3,7,0,0,0,2,22,10,16,16,13,6,4
182900,1,2,47,4,8,18,9,16,22,0,0,2,4,0,0,0,0,4,0,2,14,134,8,47,38,7,8,68,0,0,2,3,0,0,0,0,4,0
183000,0,0,3,0,10,15,19,36,0,0,20,6,6,34,0,41,102,10,8,0,0,9,0,59,33,15,19,0,0,14,6,5,35,0,14,23,10,8
183100,92,0,20,0,5,1,0,0,2,0,0,2,2,24,0,6,3,12,0,188,0,57,0,29,2,0,0,6,0,0,2,1,24,0,2,0,12,0
183200,16,0,124,0,48,54,751,372,7,30,109,17,253,110,90,198,227,21,142,32,0,352,0,287,114,581,202,22,39,73,17,223,114,78,67,52,20,152
183300,25,0,193,49,12,76,35,10,101,1,0,32,186,2,11,47,28,6,88,51,0,549,105,71,161,27,5,305,2,0,30,164,2,9,16,6,6,94
183400,1,0,16,5,7,1,4,0,2,0,2,2,0,2,11,0,0,0,0,2,0,46,11,41,2,3,0,6,0,1,2,0,2,9,0,0,0,0
183500,4,0,6,4,36,8,102,36,10,0,0,12,18,2,0,41,96,10,67,8,0,18,8,215,17,79,19,31,0,0,12,16,2,0,14,22,10,72
183600,6,0,7,0,6,4,11,19,0,0,10,0,96,0,0,209,125,0,6,14,0,20,0,35,8,9,10,0,0,6,0,85,0,0,71,29,0,6
183700,1,0,0,0,5,0,0,0,3,3,0,2,8,0,0,57,20,0,0,2,0,0,0,29,0,0,0,9,4,0,2,7,0,0,19,4,0,0
183800,13,0,23,0,12,0,4,22,0,0,0,4,6,0,0,0,56,0,0,28,0,67,0,71,0,3,12,0,0,0,4,5,0,0,0,13,0,0
183900,4,0,5,0,11,1,14,27,0,0,0,6,13,6,0,6,6,0,13,8,0,15,0,65,2,11,14,0,0,0,6,11,6,0,2,1,0,14
184000,5,0,1,0,18,0,7,16,0,0,0,0,26,2,0,78,147,0,30,11,0,3,0,107,0,5,8,0,0,0,0,22,2,0,26,34,0,32
184200,1,0,2,0,12,2,237,13,5,0,10,2,2,2,0,41,62,0,16,2,0,6,0,71,5,183,7,15,0,6,2,1,2,0,14,14,0,18
184300,5,0,0,0,9,0,19,16,1,0,0,2,2,6,0,0,0,0,6,11,0,0,0,53,0,15,8,3,0,0,2,1,6,0,0,0,0,6
184400,1,0,0,0,3,0,31,5,2,0,0,2,0,0,0,68,136,0,10,2,0,0,0,21,0,24,2,6,0,0,2,0,0,0,23,31,0,10
184500,4,0,9,0,11,2,2,0,2,0,0,0,2,0,0,0,0,4,0,8,0,25,0,65,5,1,0,6,0,0,0,1,0,0,0,0,4,0
184600,115,0,0,2,16,1,2,5,14,0,0,8,13,8,0,68,3,2,14,235,0,0,5,95,2,1,2,42,0,0,8,11,8,0,23,0,2,15
184800,16,0,18,0,16,1,2,0,0,0,0,0,2,12,0,31,6,0,8,32,0,51,0,95,2,1,0,0,0,0,0,1,12,0,10,1,0,8
184900,46,0,1,0,1,1,0,16,6,0,0,0,4,6,0,15,3,17,4,94,0,3,0,7,2,0,8,18,0,0,0,3,6,0,5,0,17,4
185000,64,0,0,0,2,0,19,0,2,1,0,0,2,0,0,18,0,4,16,131,0,0,0,14,0,15,0,6,2,0,0,1,0,0,6,0,4,18
185200,13,0,1,0,0,0,11,5,1,0,0,2,0,0,0,26,10,2,0,28,3,3,0,3,0,9,2,3,0,0,2,0,0,0,8,2,2,0
185300,73,0,5,0,4,1,0,10,0,0,0,2,0,2,0,6,10,0,8,150,0,15,0,25,2,0,5,0,0,0,2,0,2,0,2,2,0,8
185400,82,0,0,0,5,0,11,0,0,0,0,0,6,6,0,26,0,0,0,169,0,0,0,29,0,9,0,0,0,0,0,5,6,0,8,0,0,0
185500,43,0,109,6,18,29,166,118,31,5,10,17,126,10,22,156,193,21,54,89,0,311,14,107,61,128,64,94,7,6,17,111,10,19,53,45,20,57
185600,138,1,14,0,7,0,11,5,3,0,2,2,0,8,0,26,3,0,6,282,10,41,0,41,0,9,2,9,0,1,2,0,8,0,8,0,0,6
185700,87,0,0,0,5,5,2,16,0,0,2,0,2,4,315,18,3,0,0,178,0,0,0,29,11,1,8,0,0,1,0,1,4,273,6,0,0,0
185800,101,0,62,0,8,5,51,54,3,0,2,17,6,12,0,41,0,6,6,207,0,176,0,47,11,39,29,9,0,1,17,5,12,0,14,0,6,6
185900,193,0,113,1,11,54,0,5,8,0,2,6,2,4,4,31,3,0,2,395,0,321,2,65,114,0,2,26,0,1,6,1,4,3,10,0,0,2
186000,96,0,80,1,30,13,150,72,15,5,10,10,82,8,13,251,250,2,44,197,0,228,2,179,28,116,39,47,7,6,10,72,8,11,85,58,2,47
186100,179,0,332,20,8,2,0,10,31,0,0,6,2,12,0,52,0,2,16,367,0,943,43,47,5,0,5,94,0,0,6,1,12,0,17,0,2,18
186200,5,0,1,8,5,0,11,10,4,0,0,0,0,6,0,146,28,0,4,11,0,3,17,29,0,9,5,12,0,0,0,0,6,0,49,6,0,4
186300,2,0,0,0,3,0,2,0,2,0,0,2,13,0,0,9,0,0,0,5,0,0,0,21,0,1,0,6,0,0,2,11,0,0,3,0,0,0
186400,0,0,1,0,12,0,0,5,2,0,0,0,0,2,6,146,113,12,2,0,0,3,0,71,0,0,2,6,0,0,0,0,2,5,49,26,12,2
186500,5,0,0,0,0,0,11,0,0,0,0,0,2,8,0,31,34,0,0,11,0,0,0,0,0,9,0,0,0,0,0,1,8,0,10,7,0,0
186600,5,0,1,0,1,0,11,2,0,0,0,0,0,6,0,47,352,2,14,11,0,3,0,7,0,9,1,0,0,0,0,0,6,0,16,82,2,15
186700,69,0,135,5,15,31,339,172,38,12,25,4,111,4,180,83,193,21,81,141,0,383,11,89,66,263,93,115,15,16,4,98,4,156,28,45,20,86
186800,1,0,0,0,4,0,4,22,1,0,0,8,0,10,0,78,0,2,4,2,0,0,0,25,0,3,12,3,0,0,8,0,10,0,26,0,2,4
187000,64,33,0,0,3,0,2,18,1,0,0,2,0,0,0,21,3,0,0,131,218,0,0,17,0,1,9,3,0,0,2,0,0,0,7,0,0,0
187100,73,4,16,0,8,0,14,18,0,0,0,4,6,4,0,36,3,24,6,150,30,46,0,47,0,11,9,0,0,0,4,5,4,0,12,0,24,6
187200,119,2,0,0,12,0,7,40,12,0,0,0,11,0,0,78,3,0,4,244,18,0,0,71,0,5,22,36,0,0,0,9,0,0,26,0,0,4
187300,25,0,16,0,14,0,39,22,7,9,0,2,13,0,52,78,193,0,8,51,0,46,0,83,0,30,12,22,11,0,2,11,0,45,26,45,0,8
187400,16,0,193,44,30,11,126,108,2,11,15,4,59,8,26,136,56,17,47,32,0,549,95,179,23,97,59,6,14,10,4,52,8,22,46,13,17,50
187500,151,0,3,0,3,1,2,0,14,0,0,6,0,2,15,15,3,0,2,310,0,9,0,17,2,1,0,42,0,0,6,0,2,13,5,0,0,2
187700,308,0,43,8,8,1,9,22,0,0,0,4,8,4,2,52,34,8,6,631,0,124,19,47,2,7,12,0,0,0,4,7,4,1,17,7,8,6
187800,124,0,34,9,6,6,2,2,24,1,0,2,11,34,0,6,0,21,16,254,0,98,20,35,14,1,1,73,2,0,2,9,35,0,2,0,20,18
187900,92,0,3,0,10,2,19,68,0,0,2,6,6,2,6,62,0,0,6,188,0,9,0,59,5,15,37,0,0,1,6,5,2,5,21,0,0,6
188000,36,0,12,0,32,2,31,27,5,0,0,6,4,0,0,36,0,21,0,75,0,36,0,191,5,24,14,15,0,0,6,3,0,0,12,0,20,0
188200,78,30,51,89,8,0,31,163,0,0,0,10,48,17,6,36,0,53,8,160,194,145,191,47,0,24,88,0,0,0,10,42,17,5,12,0,51,8
188300,0,0,4,0,8,1,7,31,4,0,0,6,15,10,0,0,3,6,8,0,0,12,0,47,2,5,17,12,0,0,6,13,10,0,0,0,6,8
188400,20,0,5,0,18,0,2,36,5,0,0,2,8,2,0,57,6,0,27,42,0,15,0,107,0,1,19,15,0,0,2,7,2,0,19,1,0,28
188500,34,0,1,0,20,0,9,40,2,1,0,2,8,10,2,6,6,2,2,70,0,3,0,119,0,7,22,6,2,0,2,7,10,1,2,1,2,2
188700,39,1,219,15,89,90,75,72,70,0,2,21,82,82,60,31,10,56,101,80,10,622,33,527,190,58,39,210,0,1,20,72,85,52,10,2,55,108
188800,0,0,3,0,3,9,19,72,4,1,5,6,4,0,15,146,147,12,16,0,0,9,0,21,19,15,39,12,2,3,6,3,0,13,49,34,12,18
188900,2,0,12,0,12,9,71,40,22,0,7,0,26,8,0,88,10,0,20,5,0,36,0,71,19,55,22,68,0,5,0,22,8,0,30,2,0,21
189000,0,0,3,0,14,5,31,118,6,0,0,14,2,12,37,3,28,0,16,0,0,9,0,83,11,24,64,18,0,0,14,1,12,32,1,6,0,18
189100,27,0,0,0,16,8,134,208,5,0,0,2,11,4,0,251,375,0,10,56,0,0,0,95,17,103,113,15,0,0,2,9,4,0,85,87,0,10
189200,4,0,2,0,6,0,7,118,4,0,2,14,8,10,18,0,39,0,16,8,0,6,0,35,0,5,64,12,0,1,13,7,10,16,0,9,0,18
189300,4,0,1,0,15,1,7,59,5,0,0,0,6,24,0,62,0,0,2,8,0,3,0,89,2,5,32,15,0,0,0,5,24,0,21,0,0,2
189400,8,0,4,0,4,4,19,59,24,0,0,2,2,34,0,9,39,53,0,16,0,12,0,25,8,15,32,73,0,0,2,1,35,0,3,9,51,0
189600,20,0,0,8,5,0,0,2,1,0,5,2,2,2,0,26,0,0,4,42,0,0,19,29,0,0,1,3,0,3,2,1,2,0,8,0,0,4
189700,11,0,18,5,10,0,126,181,5,9,2,21,55,20,9,125,90,60,20,23,0,51,11,59,0,97,98,15,11,1,20,49,21,7,42,21,58,21
190200,0,0,0,0,21,0,63,228,1,0,0,14,21,8,0,53,28,9,14,0,0,0,0,132,0,49,136,6,0,0,14,20,8,0,16,6,7,15
190300,93,0,0,0,6,27,0,5,2,0,0,2,6,10,0,3,0,0,6,200,0,0,0,42,49,0,3,9,0,0,2,6,10,0,0,0,0,6
190400,4,0,3,0,0,0,2,21,0,0,0,0,2,0,0,0,28,0,14,8,0,9,0,0,0,1,13,0,0,0,0,2,0,0,0,6,0,15
190500,187,0,117,0,15,20,11,26,0,0,0,21,10,145,6,37,0,0,8,401,0,331,0,96,35,9,15,0,0,0,21,10,148,6,11,0,0,8
190600,107,0,36,0,11,27,228,65,1,8,14,10,39,222,8,246,207,11,65,229,0,103,0,72,49,178,39,6,8,10,10,37,226,8,76,45,9,67
190900,42,0,25,0,19,7,9,7,0,0,2,10,25,208,0,37,13,0,6,90,0,72,0,120,13,7,4,0,0,1,10,23,212,0,11,3,0,6
191000,13,0,9,2,12,27,39,26,1,2,0,8,28,13,2,42,149,19,14,28,0,25,5,78,49,30,15,6,2,0,8,27,14,2,13,32,15,15
191100,26,0,18,0,9,15,4,7,16,0,0,4,36,8,0,64,3,0,0,57,0,51,0,60,26,3,4,53,0,0,4,33,8,0,19,0,0,0
191200,143,1,31,0,21,22,86,13,5,0,4,49,101,125,0,53,218,2,8,305,7,87,0,132,40,67,7,19,0,3,49,95,127,0,16,47,1,8
191300,26,0,5,1,23,12,16,21,1,2,0,4,13,8,0,9,13,6,8,57,0,15,2,144,22,12,13,6,2,0,4,12,8,0,2,3,5,8
191400,89,0,9,2,7,4,7,10,0,2,0,6,0,2,0,16,3,2,8,191,0,25,5,48,8,5,6,3,2,0,6,0,2,0,4,0,1,8
191600,67,1,1,0,12,0,0,2,2,0,0,6,8,0,0,9,10,0,2,143,7,3,0,78,0,0,1,9,0,0,6,8,0,0,2,2,0,2
191700,71,0,12,5,14,12,7,15,2,0,0,0,21,38,0,75,0,16,12,152,0,36,11,90,22,5,9,9,0,0,0,20,38,0,23,0,13,12
191800,143,3,20,0,10,15,0,0,16,0,0,10,50,507,0,0,0,0,20,305,25,56,0,66,26,0,0,53,0,0,10,47,516,0,0,0,0,21
191900,348,0,77,0,16,81,70,13,30,0,0,6,282,444,0,128,46,0,75,745,0,217,0,102,143,55,7,102,0,0,6,264,452,0,39,10,0,78
192000,281,0,139,0,16,10,14,18,27,0,0,17,13,270,13,53,3,11,0,601,0,393,0,102,18,11,11,91,0,0,17,12,276,12,16,0,9,0
192100,326,0,25,0,43,30,244,140,19,10,14,4,94,20,32,235,379,16,65,697,0,72,0,265,53,190,83,64,10,10,4,88,21,30,72,83,13,67
192300,4,0,11,0,1,0,2,2,0,0,0,0,0,2,0,6,17,0,17,8,0,31,0,10,0,1,1,0,0,0,0,0,2,0,1,3,0,17
192400,1,0,0,0,5,1,0,7,0,0,0,0,2,0,0,0,0,4,4,2,0,0,0,36,2,0,4,3,0,0,0,2,0,0,0,0,3,4
192500,339,0,47,0,14,12,9,35,12,0,0,10,2,0,0,117,0,2,12,726,3,134,0,90,22,7,20,43,0,0,10,2,0,0,36,0,1,12
192600,11,0,3,0,4,1,11,5,4,0,0,2,18,20,0,48,13,2,2,23,3,9,0,30,2,9,3,16,0,0,2,16,21,0,14,3,1,2
