oareas,f A,f B,f C,f D,f E,f F,f G,f H,f I,f J,f K,f L,f M,f N,f O,f P,f Q,f R,f S,m A,m B,m C,m D,m E,m F,m G,m H,m I,m J,m K,m L,m M,m N,m O,m P,m Q,m R,m S
154400,0,0,41,0,5,50,73,76,0,5,2,0,9,6,52,806,354,35,14,0,0,85,0,29,82,66,63,0,7,2,0,11,6,59,301,94,34,15
154500,0,0,4,0,7,1,4,76,4,0,0,0,5,0,0,6,27,0,4,0,0,8,0,41,2,4,63,8,0,0,0,6,0,0,2,7,0,4
154700,0,0,6,0,1,7,36,34,6,0,4,5,50,0,3,122,188,0,4,0,0,14,0,10,13,33,28,14,0,4,6,61,0,4,45,49,0,4
154800,0,0,11,0,24,3,13,23,22,5,0,0,9,8,0,132,23,0,8,0,0,23,0,143,5,12,18,47,7,0,0,11,8,0,49,6,0,8
154900,3,0,27,0,10,34,410,207,38,8,62,29,60,174,86,132,543,39,87,5,3,56,0,59,56,374,170,80,12,56,33,73,176,96,49,144,37,95
155000,0,1,34,0,33,6,43,19,1,3,0,7,11,6,0,91,19,0,12,0,7,70,0,191,10,40,15,2,4,0,8,13,6,0,34,5,0,13
155100,0,0,0,0,3,15,0,0,0,0,0,0,1,0,0,56,0,0,4,0,0,0,0,21,26,0,0,0,0,0,0,2,0,0,20,0,0,4
155200,0,0,6,0,12,3,18,30,4,0,0,1,11,6,0,6,27,8,16,0,0,14,0,71,5,16,25,8,0,0,2,13,6,0,2,7,8,18
155300,0,0,9,0,6,0,6,34,2,0,0,7,13,12,0,0,6,0,4,0,0,19,0,35,0,6,28,5,0,0,8,16,12,0,0,1,0,4
155400,0,0,4,1,9,13,95,23,8,0,2,3,22,6,0,296,3,0,12,0,0,8,2,53,21,86,18,17,0,2,4,26,6,0,110,0,0,13
155500,33,11,845,10,157,796,2786,708,251,82,316,228,663,1012,2118,673,2438,199,348,50,65,1748,24,907,1307,2542,582,519,113,286,261,808,1020,2369,251,646,192,380
155600,0,0,6,0,22,4,8,30,13,0,0,19,7,6,16,296,0,0,14,0,0,14,0,131,7,8,25,28,0,0,22,9,6,18,110,0,0,15
155700,0,0,0,0,0,0,15,19,4,0,0,0,0,4,46,96,27,0,10,0,0,0,0,3,0,14,15,8,0,0,0,0,4,51,36,7,0,10
155800,0,0,0,0,1,1,6,4,0,0,2,0,0,0,0,66,33,0,6,0,0,0,0,7,2,6,3,0,0,2,0,0,0,0,24,8,0,6
155900,0,0,27,0,10,1,15,26,50,0,0,19,56,31,0,234,0,0,20,0,0,56,0,59,2,14,22,103,0,0,22,69,31,0,87,0,0,21
156100,0,0,13,0,18,4,54,34,22,0,0,5,31,2,0,76,72,0,6,0,0,28,0,107,7,50,28,47,0,0,6,38,2,0,28,19,0,6
156200,0,0,8,0,12,1,10,46,2,0,2,5,12,17,3,35,19,2,56,0,0,17,0,71,2,10,37,5,0,2,6,15,17,4,13,5,2,62
156300,5,0,15,0,15,21,87,46,13,1,4,1,22,0,0,0,13,0,6,7,0,33,0,89,34,80,37,28,2,4,2,26,0,0,0,3,0,6
156400,0,9,27,0,12,4,102,92,18,3,4,3,44,8,5,18,13,14,12,0,53,56,0,71,7,93,75,37,4,4,4,53,8,6,6,3,14,13
156500,6,0,1,0,13,4,18,34,8,0,0,1,0,8,0,56,72,0,10,10,0,2,0,77,7,16,28,17,0,0,2,0,8,0,20,19,0,10
156600,0,0,1,0,12,6,47,53,8,1,4,13,13,12,0,51,13,2,4,0,0,2,0,71,10,43,44,17,2,4,15,16,12,0,19,3,2,4
156700,0,0,9,0,11,0,14,50,13,0,2,0,0,6,0,0,44,0,10,0,0,19,0,65,0,13,41,28,0,2,0,0,6,0,0,11,0,10
156800,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,51,0,0,10,0,0,0,0,14,0,0,1,5,0,0,0,0,0,0,19,0,0,10
156900,0,0,5,0,29,13,36,100,18,7,2,5,7,2,0,112,23,0,53,0,0,11,0,167,21,33,82,37,9,2,6,9,2,0,41,6,0,58
157000,8,0,6,0,24,1,25,50,13,0,4,1,5,14,0,71,83,0,33,12,0,14,0,143,2,23,41,28,0,4,2,6,14,0,26,22,0,36
157100,55,0,41,7,39,13,43,34,11,1,18,11,34,2,0,40,13,17,26,84,3,85,17,226,21,40,28,23,2,16,13,42,2,0,15,3,17,29
157200,0,0,1,0,3,4,32,4,2,3,0,0,3,14,1,122,177,0,16,0,0,2,0,17,7,30,3,5,4,0,0,4,14,2,45,47,0,18
157300,0,0,27,0,15,4,109,92,2,7,18,3,3,0,0,173,19,12,10,0,0,56,0,89,7,100,75,5,9,16,4,4,0,0,64,5,12,10
157400,0,0,2,7,15,9,13,6,8,0,0,1,9,14,0,45,3,14,6,0,0,5,17,89,15,12,5,17,0,0,2,11,14,0,17,0,14,6
157500,8,0,8,0,31,0,73,115,5,0,6,16,47,377,3,91,387,2,40,12,0,17,0,179,0,66,94,11,0,6,18,57,380,4,34,102,2,43
157600,0,0,2033,90,425,1512,806,192,662,26,25,58,265,942,926,898,1496,2,335,0,0,4206,204,2448,2484,736,158,1370,36,23,67,323,950,1036,335,396,2,365
157700,0,0,4,0,5,3,2,2,1,0,0,0,1,8,0,76,13,0,10,0,0,8,0,29,5,2,1,2,0,0,0,2,8,0,28,3,0,10
157800,0,0,15,0,39,11,36,123,2,0,4,5,22,6,0,18,44,4,8,0,0,33,0,226,18,33,101,5,0,4,6,26,6,0,6,11,4,8
157900,0,0,4,1,8,0,29,19,4,0,0,0,0,4,0,66,3,21,13,0,0,8,2,47,0,26,15,8,0,0,0,0,4,0,24,0,20,14
158000,1,0,9,0,9,7,47,50,15,0,2,1,1,76,0,0,166,2,13,2,0,19,0,53,13,43,41,33,0,2,2,2,77,0,0,44,2,14
158100,0,0,31,2,51,15,80,138,54,3,0,3,25,10,0,285,44,0,43,0,0,66,5,298,26,73,113,113,4,0,4,30,10,0,106,11,0,47
158200,0,0,5,0,22,18,32,84,6,0,0,7,5,17,1,142,16,0,36,0,0,11,0,131,30,30,69,14,0,0,8,6,17,2,53,4,0,40
158300,0,0,9,0,13,3,29,46,9,0,0,11,9,17,0,112,13,6,23,0,0,19,0,77,5,26,37,19,0,0,13,11,17,0,41,3,6,25
158400,0,0,1,0,7,0,8,76,4,0,0,3,1,45,0,76,188,39,12,0,0,2,0,41,0,8,63,8,0,0,4,2,45,0,28,49,37,13
158500,11,0,5,0,15,7,32,38,20,5,2,3,18,4,16,163,0,0,10,17,0,11,0,89,13,30,31,42,7,2,4,23,4,18,61,0,0,10
158600,0,0,4,0,24,3,8,30,22,0,0,3,9,0,0,12,0,4,20,0,0,8,0,143,5,8,25,47,0,0,4,11,0,0,4,0,4,21
158700,0,0,1,0,2,0,0,4,6,0,4,0,3,0,0,91,13,21,43,0,0,2,0,14,0,0,3,14,0,4,0,4,0,0,34,3,20,47
158800,0,0,2,0,5,0,6,6,1,0,0,0,3,2,1,0,0,0,2,0,0,5,0,29,0,6,5,2,0,0,0,4,2,2,0,0,0,2
158900,0,0,9,0,22,6,21,50,5,8,4,7,1,59,0,0,13,2,12,0,0,19,0,131,10,20,41,11,12,4,8,2,59,0,0,3,2,13
159000,0,0,8,0,10,4,29,9,6,0,0,3,5,8,0,0,0,0,20,0,0,17,0,59,7,26,7,14,0,0,4,6,8,0,0,0,0,21
159100,0,0,0,0,2,3,2,6,15,0,2,1,3,2,0,3,72,0,8,0,0,0,0,14,5,2,5,33,0,2,2,4,2,0,1,19,0,8
159200,0,0,1,0,3,15,4,6,5,0,0,0,0,6,0,96,66,0,6,0,0,2,0,17,26,4,5,11,0,0,0,0,6,0,36,17,0,6
159300,3,0,5,0,18,6,58,50,82,0,8,9,15,55,1,122,177,21,23,5,0,11,0,107,10,53,41,170,0,8,11,19,56,2,45,47,20,25
159400,0,0,0,0,7,0,2,13,0,0,0,0,0,2,0,0,9,12,2,0,0,0,0,41,0,2,11,0,0,0,0,0,2,0,0,2,12,2
159500,0,0,0,0,5,0,4,0,4,0,0,3,1,0,0,0,0,0,2,0,0,0,0,29,0,4,0,8,0,0,4,2,0,0,0,0,0,2
159600,0,0,18,0,9,0,0,34,20,0,0,1,3,17,0,0,19,0,4,0,0,37,0,53,0,0,28,42,0,0,2,4,17,0,0,5,0,4
159700,0,0,0,0,11,0,146,84,1,23,2,0,0,2,23,51,49,21,10,0,0,0,0,65,0,133,69,2,32,2,0,0,2,25,19,13,20,10
159800,30,0,0,0,14,1,25,0,5,0,0,1,11,4,0,45,9,10,6,46,0,0,0,83,2,23,0,11,0,0,2,13,4,0,17,2,10,6
159900,0,0,4,0,4,0,18,2,2,0,0,0,1,0,0,163,166,0,4,0,0,8,0,25,0,16,1,5,0,0,0,2,0,0,61,44,0,4
160000,0,0,0,0,2,0,2,0,4,0,0,0,3,20,11,204,49,2,6,0,0,0,0,14,0,2,0,8,0,0,0,4,21,13,76,13,2,6
160100,0,0,43,0,7,9,234,161,4,10,18,22,15,12,198,132,288,12,43,0,0,89,0,41,15,214,132,8,14,16,26,19,12,222,49,76,12,47
160200,0,0,5,0,14,0,10,11,4,1,0,3,3,8,0,35,77,0,6,0,0,11,0,83,0,10,9,8,2,0,4,4,8,0,13,20,0,6
160300,0,0,4,0,11,1,13,13,15,0,0,0,12,69,1,142,38,8,33,0,0,8,0,65,2,12,11,33,0,0,0,15,70,2,53,10,8,36
160400,0,0,13,1,24,15,18,57,34,0,4,1,1,6,0,12,199,0,16,0,0,28,2,143,26,16,47,70,0,4,2,2,6,0,4,52,0,18
160500,0,0,1,0,5,6,6,4,2,0,0,0,1,2,0,18,9,8,4,0,0,2,0,29,10,6,3,5,0,0,0,2,2,0,6,2,8,4
160600,0,0,0,0,7,0,40,6,4,0,0,1,1,27,0,336,19,21,16,0,0,0,0,41,0,36,5,8,0,0,2,2,28,0,125,5,20,18
160700,0,0,4,0,7,0,10,11,4,1,0,0,15,17,0,71,19,0,8,0,0,8,0,41,0,10,9,8,2,0,0,19,17,0,26,5,0,8
160800,0,0,123,0,5,4,36,38,13,3,0,0,5,4,52,214,0,8,4,0,0,255,0,29,7,33,31,28,4,0,0,6,4,59,80,0,8,4
160900,0,0,127,0,3,63,51,46,27,0,0,0,1,20,33,96,49,14,67,0,0,264,0,17,104,46,37,56,0,0,0,2,21,37,36,13,14,73
161000,1,0,2,0,8,0,18,34,13,0,0,0,3,4,0,285,6,0,8,2,0,5,0,47,0,16,28,28,0,0,0,4,4,0,106,1,0,8
161100,6,0,9,0,11,15,6,4,1,0,0,0,15,66,0,76,38,0,4,10,0,19,0,65,26,6,3,2,0,0,0,19,66,0,28,10,0,4
161200,0,0,0,0,3,0,2,4,4,0,0,0,0,0,0,18,9,0,0,0,0,0,0,17,0,2,3,8,0,0,0,0,0,0,6,2,0,0
161300,0,0,13,0,11,0,6,6,2,0,0,0,0,6,0,0,0,0,8,0,0,28,0,65,0,6,5,5,0,0,0,0,6,0,0,0,0,8
161400,116,0,38,0,33,3,109,23,4,1,2,7,9,132,0,132,72,64,12,177,0,80,0,191,5,100,18,8,2,2,8,11,133,0,49,19,61,13
161500,0,0,6,0,9,3,4,6,0,0,0,3,3,2,26,35,60,6,0,0,0,14,0,53,5,4,5,0,0,0,4,4,2,29,13,16,6,0
161600,30,0,1,0,9,26,40,30,13,7,0,1,5,2,0,40,60,2,2,46,0,2,0,53,43,36,25,28,9,0,2,6,2,0,15,16,2,2
161800,0,0,2,0,10,0,21,2,2,0,0,9,7,24,16,102,3,2,10,0,0,5,0,59,0,20,1,5,0,0,11,9,24,18,38,0,2,10
161900,1,0,2,0,5,0,13,19,0,0,0,0,1,0,0,3,0,0,0,2,0,5,0,29,0,12,15,0,0,0,0,2,0,0,1,0,0,0
162000,0,0,0,0,11,7,15,38,15,0,0,19,0,10,9,51,144,0,20,0,0,0,0,65,13,14,31,33,0,0,22,0,10,11,19,38,0,21
162100,0,0,5,0,24,0,43,65,25,0,0,0,22,8,7,25,3,12,43,0,0,11,0,143,0,40,53,51,0,0,0,26,8,8,9,0,12,47
162200,0,0,324,1,49,31,652,192,5,7,40,42,60,4,0,30,49,39,53,0,0,671,2,286,52,595,158,11,9,36,48,73,4,0,11,13,37,58
162300,83,13,169,1,20,29,6,34,8,1,2,5,25,20,9,122,27,8,20,126,71,349,2,119,47,6,28,17,2,2,6,30,21,11,45,7,8,21
162400,77,0,479,15,18,0,62,13,50,0,4,5,5,31,0,45,6,0,4,118,0,992,34,107,0,56,11,103,0,4,6,6,31,0,17,1,0,4
162500,1,0,1,0,29,23,87,84,15,0,0,1,9,31,0,163,144,2,14,2,0,2,0,167,39,80,69,33,0,0,2,11,31,0,61,38,2,15
162600,0,0,13,0,6,3,6,4,2,0,0,0,3,2,191,96,3,0,13,0,0,28,0,35,5,6,3,5,0,0,0,4,2,214,36,0,0,14
162700,25,0,25,2,11,1,15,11,1,1,0,5,1,31,1,15,9,2,12,38,0,51,5,65,2,14,9,2,2,0,6,2,31,2,5,2,2,13
162800,0,0,11,0,13,6,4,2,4,0,0,0,7,2,9,9,277,0,0,0,0,23,0,77,10,4,1,8,0,0,0,9,2,11,3,73,0,0
162900,36,2,11,9,19,0,13,42,4,0,4,3,5,45,0,56,38,6,33,54,14,23,20,113,0,12,34,8,0,4,4,6,45,0,20,10,6,36
163000,1,0,27,0,13,0,47,23,6,0,4,0,3,8,0,66,49,8,4,2,0,56,0,77,0,43,18,14,0,4,0,4,8,0,24,13,8,4
163100,3,0,36,1,11,4,25,9,15,1,0,1,37,6,23,30,13,0,4,5,0,75,2,65,7,23,7,33,2,0,2,46,6,25,11,3,0,4
163200,8,0,123,0,47,37,549,184,20,0,29,58,164,209,231,153,376,53,140,12,0,255,0,274,61,501,151,42,0,26,67,200,211,259,57,99,51,153
163300,0,0,0,0,10,0,21,6,2,1,0,0,3,6,1,91,133,0,4,0,0,0,0,59,0,20,5,5,2,0,0,4,6,2,34,35,0,4
163400,5,0,0,0,10,23,18,107,2,0,6,1,13,27,0,3,3,0,6,7,0,0,0,59,39,16,88,5,0,6,2,16,28,0,1,0,0,6
163500,0,0,5,0,5,0,8,4,1,0,0,0,7,0,0,102,22,0,13,0,0,11,0,29,0,8,3,2,0,0,0,9,0,0,38,5,0,14
163600,11,0,2,0,6,0,8,2,0,0,0,0,1,41,0,214,3,0,14,16,0,5,0,35,0,8,1,0,0,0,0,2,42,0,80,0,0,15
163700,3,0,11,0,9,1,73,16,8,0,2,5,5,0,0,490,23,0,4,5,0,23,0,53,2,66,13,17,0,2,6,6,0,0,183,6,0,4
163900,0,0,1,0,6,1,6,26,11,1,2,0,0,2,0,21,3,0,0,0,0,2,0,35,2,6,22,23,2,2,0,0,2,0,8,0,0,0
164000,0,0,0,0,11,6,4,42,0,0,0,7,9,4,0,61,0,0,12,0,0,0,0,65,10,4,34,0,0,0,8,11,4,0,22,0,0,13
164200,0,0,0,0,6,1,0,0,2,0,0,0,5,34,0,25,0,0,2,0,0,0,0,35,2,0,0,5,0,0,0,6,35,0,9,0,0,2
164300,13,0,196,0,49,180,124,161,34,0,4,11,22,111,0,30,55,4,40,21,0,406,0,286,296,113,132,70,0,4,13,26,112,0,11,14,4,43
164400,3,0,5,0,6,0,8,6,1,5,8,0,0,0,3,214,19,0,2,5,0,11,0,35,0,8,5,2,7,8,0,0,0,4,80,5,0,2
164500,10,0,63,0,14,0,6,2,15,0,0,0,0,2,0,18,121,4,8,15,0,132,0,83,0,6,1,33,0,0,0,0,2,0,6,32,4,8
164600,55,14,29,0,43,9,10,4,9,0,0,19,25,6,0,9,3,0,16,84,76,61,0,250,15,10,3,19,0,0,22,30,6,0,3,0,0,18
164700,5,0,34,7,13,13,381,57,2,0,8,7,47,12,5,25,110,4,26,7,0,70,17,77,21,347,47,5,0,8,8,57,12,6,9,29,4,29
164800,0,0,0,0,7,0,2,0,0,1,0,0,1,17,0,56,13,0,6,0,0,0,0,41,0,2,0,0,2,0,0,2,17,0,20,3,0,6
164900,1,0,5,0,10,9,14,2,1,0,0,0,0,0,0,0,0,0,10,2,0,11,0,59,15,13,1,2,0,0,0,0,0,0,0,0,0,10
165000,211,0,45,0,18,53,0,2,50,1,8,9,53,251,0,51,0,2,4,321,0,94,0,107,87,0,1,103,2,8,11,65,253,0,19,0,2,4
165100,89,0,6,1,27,4,73,115,2,0,0,9,75,27,0,61,13,4,20,135,0,14,2,155,7,66,94,5,0,0,11,92,28,0,22,3,4,21
165200,8,0,4,0,14,6,8,38,5,0,0,5,9,20,1,15,0,2,14,12,0,8,0,83,10,8,31,11,0,0,6,11,21,2,5,0,2,15
165300,5,0,173,0,54,137,40,34,9,0,2,3,25,38,0,142,13,0,26,7,0,359,0,310,226,36,28,19,0,2,4,30,38,0,53,3,0,29
165400,3,0,68,0,11,0,18,2,6,1,0,1,9,12,0,45,232,6,6,5,0,141,0,65,0,16,1,14,2,0,2,11,12,0,17,61,6,6
165500,1,0,6,0,12,1,25,16,9,0,0,0,13,0,0,56,77,0,20,2,0,14,0,71,2,23,13,19,0,0,0,16,0,0,20,20,0,21
165600,0,0,2,0,14,4,0,4,4,0,0,0,1,6,0,9,0,0,6,0,0,5,0,83,7,0,3,8,0,0,0,2,6,0,3,0,0,6
165700,0,0,0,0,8,26,0,2,2,1,4,1,34,0,0,30,166,2,10,0,0,0,0,47,43,0,1,5,2,4,2,42,0,0,11,44,2,10
165800,1,0,13,0,15,0,29,23,0,0,4,16,3,2,0,76,0,32,6,2,0,28,0,89,0,26,18,0,0,4,18,4,2,0,28,0,30,6
165900,13,0,2,0,13,1,2,4,0,0,2,1,15,0,0,173,60,0,2,21,0,5,0,77,2,2,3,0,0,2,2,19,0,0,64,16,0,2
166100,8,0,0,0,5,0,0,34,2,0,0,0,7,2,0,25,49,6,0,12,0,0,0,29,0,0,28,5,0,0,0,9,2,0,9,13,6,0
166200,38,0,18,0,15,21,0,2,15,0,0,0,5,55,0,66,110,0,10,59,0,37,0,89,34,0,1,33,0,0,0,6,56,0,24,29,0,10
166300,50,0,50,1,43,13,40,161,13,0,0,5,15,2,0,61,49,6,20,76,0,103,2,250,21,36,132,28,0,0,6,19,2,0,22,13,6,21
166400,27,0,0,0,27,4,8,4,22,0,2,9,15,10,0,25,33,0,6,42,0,0,0,155,7,8,3,47,0,2,11,19,10,0,9,8,0,6
166500,34,0,4,0,1,0,31,40,3,0,7,0,2,0,0,68,13,2,20,70,0,12,0,7,0,24,22,9,0,5,0,1,0,0,23,3,2,21
166700,43,0,14,0,10,0,126,127,14,0,0,0,2,2,4,62,68,0,27,89,0,41,0,59,0,97,69,42,0,0,0,1,2,3,21,15,0,28
166900,9,2,1,1,12,1,23,81,3,0,0,6,11,4,2,18,10,32,2,19,14,3,2,71,2,18,44,9,0,0,6,9,4,1,6,2,31,2
167000,2,0,9,0,12,0,23,40,2,0,5,0,0,0,4,3,0,12,10,5,0,25,0,71,0,18,22,6,0,3,0,0,0,3,1,0,12,10
167100,2,0,58,0,38,5,339,254,17,12,37,21,22,10,26,136,159,46,54,5,0,165,0,227,11,263,138,52,16,25,20,19,10,22,46,37,44,57
167200,1,0,0,0,1,0,4,22,1,0,0,12,0,0,0,36,0,4,10,2,0,0,0,7,0,3,12,3,0,0,12,0,0,0,12,0,4,10
167300,4,0,9,0,1,0,14,49,5,0,0,2,2,2,0,0,0,0,4,8,0,25,0,10,0,11,27,15,0,0,2,1,2,0,0,0,0,4
167400,64,0,9,0,8,0,9,163,3,0,0,4,6,24,0,41,0,2,2,131,0,25,0,47,0,7,88,9,0,0,4,5,24,0,14,0,2,2
167500,1,0,9,0,3,6,7,5,1,0,0,0,0,0,0,3,0,0,2,2,0,25,0,21,14,5,2,3,0,0,0,0,0,0,1,0,0,2
167600,0,0,0,0,1,0,2,59,0,0,0,2,14,13,0,21,580,4,4,0,0,0,0,10,0,1,32,0,0,0,2,13,14,0,7,135,4,4
167700,5,0,47,5,34,49,505,145,3,24,37,14,104,6,240,62,602,17,74,11,0,134,11,203,104,391,79,9,31,25,14,91,6,208,21,140,17,79
167800,0,0,4,0,7,0,4,0,12,0,0,2,8,8,0,104,102,0,2,0,0,12,0,41,0,3,0,36,0,0,2,7,8,0,35,23,0,2
168000,0,0,69,0,18,2,86,13,35,1,2,2,11,96,6,9,56,32,20,0,0,196,0,107,5,67,7,105,2,1,2,9,99,5,3,13,31,21
168100,4,0,1,0,2,2,55,90,2,1,0,4,6,4,2,31,45,4,4,8,0,3,0,14,5,42,49,6,2,0,4,5,4,1,10,10,4,4
168200,0,0,1,0,3,0,11,8,0,0,0,2,0,0,2,9,3,17,6,0,0,3,0,21,0,9,4,0,0,0,2,0,0,1,3,0,17,6
168300,13,1,16,66,9,1,2,8,14,21,0,0,2,4,0,36,0,0,0,28,10,46,143,53,2,1,4,42,27,0,0,1,4,0,12,0,0,0
168400,4,0,0,0,1,0,2,13,0,0,0,0,8,6,0,18,0,4,2,8,0,0,0,10,0,1,7,0,0,0,0,7,6,0,6,0,4,2
168500,11,0,29,0,34,1,252,227,6,3,7,17,52,6,11,104,96,60,16,23,0,82,0,203,2,195,123,18,4,5,17,45,6,9,35,22,58,18
168600,18,0,0,0,7,0,7,5,1,0,0,0,4,0,0,6,0,0,47,37,0,0,0,41,0,5,2,3,0,0,0,3,0,0,2,0,0,50
168700,55,0,5,0,0,2,7,54,0,0,0,2,4,4,0,15,3,4,6,113,0,15,0,3,5,5,29,0,0,0,2,3,4,0,5,0,4,6
168800,46,0,6,0,8,0,2,0,1,0,0,2,2,0,0,41,0,0,8,94,0,18,0,47,0,1,0,3,0,0,2,1,0,0,14,0,0,8
168900,2,0,6,1,5,27,31,63,2,0,5,4,15,6,4,104,0,2,2,5,0,18,2,29,57,24,34,6,0,3,4,13,6,3,35,0,2,2
169000,115,0,25,0,4,1,0,0,14,0,0,10,2,41,2,26,0,0,0,235,0,72,0,23,2,0,0,42,0,0,10,1,42,1,8,0,0,0
169100,59,0,3,9,11,11,0,13,5,0,0,6,2,13,0,57,0,4,0,122,0,9,20,65,23,0,7,15,0,0,6,1,14,0,19,0,4,0
169200,29,0,34,11,50,9,181,136,4,7,5,14,82,6,120,230,318,6,16,61,3,98,23,299,19,140,74,12,9,3,13,72,6,104,78,74,6,18
169300,46,1,16,0,11,2,7,31,2,0,0,6,8,13,0,26,3,4,6,94,7,46,0,65,5,5,17,6,0,0,6,7,14,0,8,0,4,6
169400,5,66,0,0,1,5,14,77,0,1,10,0,6,2,0,136,136,28,2,11,424,0,0,7,11,11,42,0,2,6,0,5,2,0,46,31,27,2
169500,1,0,1,1,0,0,0,0,3,0,0,0,2,0,0,41,34,0,12,2,0,3,2,3,0,0,0,9,0,0,0,1,0,0,14,7,0,13
169600,5,2,47,0,28,11,260,127,15,3,7,24,59,34,11,41,125,4,37,11,14,134,0,167,23,201,69,47,4,5,24,52,35,9,14,29,4,39
169700,64,7,9,2,15,38,0,10,3,0,0,4,41,12,2,47,0,2,2,131,48,25,5,89,80,0,5,9,0,0,4,36,12,1,16,0,2,2
169800,59,0,36,1,3,0,2,5,3,0,2,2,6,8,0,68,3,2,8,122,0,103,2,17,0,1,2,9,0,1,2,5,8,0,23,0,2,8
169900,257,0,9,4,14,0,7,22,0,0,0,10,22,6,0,31,0,0,2,527,0,25,8,83,0,5,12,0,0,0,10,19,6,0,10,0,0,2
170000,0,0,40,2,14,38,51,54,5,18,2,2,6,2,52,0,85,2,12,0,0,114,5,83,80,39,29,15,23,1,2,5,2,45,0,19,2,13
170100,20,0,1,0,3,29,4,0,7,1,0,6,0,2,0,88,0,0,0,42,0,3,0,17,61,3,0,22,2,0,6,0,2,0,30,0,0,0
170200,23,3,102,13,48,0,15,22,12,0,0,4,13,2,0,15,10,0,16,47,25,290,28,287,0,12,12,36,0,0,4,11,2,0,5,2,0,18
170300,2,0,4,0,6,4,0,0,1,0,0,0,0,0,2,136,23,0,8,5,0,12,0,35,8,0,0,3,0,0,0,0,0,1,46,5,0,8
170400,16,0,0,0,1,0,0,13,0,0,0,0,0,0,0,21,3,4,6,32,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,4,6
170500,1,0,146,0,19,20,67,54,21,0,0,6,11,4,9,94,28,2,4,2,0,414,0,113,42,51,29,63,0,0,6,9,4,7,32,6,2,4
170600,82,1,1,0,5,0,4,0,2,0,0,4,0,2,0,15,0,6,14,169,10,3,0,29,0,3,0,6,0,0,4,0,2,0,5,0,6,15
170700,32,15,10,0,14,4,11,0,7,3,0,2,29,0,0,21,6,0,4,65,97,31,0,83,8,9,0,22,4,0,2,26,0,0,7,1,0,4
170900,64,0,0,0,9,1,0,18,8,0,0,12,8,2,0,36,0,42,2,131,0,0,0,53,2,0,9,26,0,0,12,7,2,0,12,0,41,2
171100,2,1,9,0,2,1,23,40,12,11,5,4,11,6,2,146,96,0,13,5,10,25,0,14,2,18,22,36,14,3,4,9,6,1,49,22,0,14
171200,128,32,73,20,26,0,0,5,12,0,0,4,4,24,9,36,0,10,2,263,206,207,43,155,0,0,2,36,0,0,4,3,24,7,12,0,10,2
171300,43,0,0,1,2,0,0,0,0,0,0,4,2,2,0,12,0,4,2,89,0,0,2,14,0,0,0,0,0,0,4,1,2,0,4,0,4,2
171400,6,0,0,57,0,0,7,0,1,0,0,8,0,51,0,146,102,0,6,14,0,0,124,0,0,5,0,3,0,0,8,0,53,0,49,23,0,6
171500,13,0,98,6,40,13,158,108,15,21,2,8,55,17,67,115,181,10,16,28,3,279,14,239,28,122,59,47,27,1,8,49,17,58,39,42,10,18
171600,2,0,31,0,15,8,118,254,7,18,0,4,48,4,2,104,68,10,54,5,0,88,0,89,17,91,138,22,23,0,4,42,4,1,35,15,10,57
171700,165,2,20,0,13,1,0,0,4,0,0,6,6,6,4,26,3,0,0,339,18,57,0,77,2,0,0,12,0,0,6,5,6,3,8,0,0,0
171900,29,0,4,0,13,6,2,13,14,5,0,6,37,17,0,57,10,8,10,61,0,12,0,77,14,1,7,42,7,0,6,32,17,0,19,2,8,10
172000,25,0,0,0,9,0,4,2,2,0,0,0,4,0,0,94,45,0,0,51,0,0,0,53,0,3,1,6,0,0,0,3,0,0,32,10,0,0
172100,0,0,12,0,20,4,67,27,0,18,2,4,6,0,63,62,79,42,23,0,0,36,0,119,8,51,14,0,23,1,4,5,0,55,21,18,41,25
172200,2,1,0,0,5,5,2,22,0,0,2,2,2,0,0,41,0,0,0,5,10,0,0,29,11,1,12,0,0,1,2,1,0,0,14,0,0,0
172300,105,0,3,0,9,2,31,108,1,0,0,0,22,8,0,73,10,4,0,216,0,9,0,53,5,24,59,3,0,0,0,19,8,0,24,2,4,0
172400,23,0,7,0,20,15,16,0,21,0,2,4,15,6,37,52,6,0,8,47,0,20,0,119,33,12,0,63,0,1,4,13,6,32,17,1,0,8
172500,8,0,2,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,16,0,6,0,10,0,0,1,0,0,0,0,1,2,0,0,0,0,0
172600,1,0,285,0,54,9,35,0,21,0,10,0,0,124,33,36,0,0,2,2,0,808,0,323,19,27,0,63,0,6,0,0,128,29,12,0,0,2
172700,29,0,5,0,17,0,0,40,0,18,0,4,4,2,0,41,23,2,10,61,0,15,0,101,0,0,22,0,23,0,4,3,2,0,14,5,2,10
172800,6,0,2,0,15,24,142,16,3,0,0,0,18,2,0,57,13,6,16,14,0,6,0,89,52,110,8,9,0,0,0,16,2,0,19,3,6,18
172900,0,0,9,0,7,13,9,5,8,1,0,0,37,6,0,18,10,92,0,0,0,25,0,41,28,7,2,26,2,0,0,32,6,0,6,2,89,0
173000,313,0,6,0,54,9,0,90,12,0,0,17,171,10,0,52,23,2,33,640,0,18,0,323,19,0,49,36,0,0,17,151,10,0,17,5,2,36
